date gvkey year month active tic perf bnd target mom1m mom3m mom6m mom9m mrkcap entval saleq_ttm cogsq_ttm xsgaq_ttm oiadpq_ttm niq_ttm cheq_mrq rectq_mrq invtq_mrq acoq_mrq ppentq_mrq aoq_mrq dlcq_mrq apq_mrq txpq_mrq lcoq_mrq ltq_mrq cshoq_1yr_avg
198208 00606601 1982 08 1 IBM 0.908751 0.710551 0.627049 0.87141393 0.75308008 0.67474227 0.89720611 39132.74172630 40765.74272630 29675.00000000 12228.00400000 11271.00400000 6175.99200000 3367.00000000 1843.00000000 4725.00000000 3027.00100000 792.00000000 17784.00400000 1931.00000000 772.00000000 4320.00000000 2393.00000000 0.00000000 11581.00400000 591.05300000
198209 00606601 1982 09 1 IBM 0.863682 0.583134 0.674443 0.45723173 0.74922118 0.66284523 0.88131985 42039.76630065 43672.76730065 29675.00000000 12228.00400000 11271.00400000 6175.99200000 3367.00000000 1843.00000000 4725.00000000 3027.00100000 792.00000000 17784.00400000 1931.00000000 772.00000000 4320.00000000 2393.00000000 0.00000000 11581.00400000 591.05300000
198210 00606601 1982 10 1 IBM 0.788894 0.483147 0.731084 0.56982097 0.74538934 0.71230057 0.81946625 43964.22721327 46367.22821327 30833.00000000 12510.00400000 11645.00400000 6677.99200000 3639.00000000 1378.00000000 4955.00000000 3206.00100000 992.00000000 18410.00400000 1876.00000000 1123.00000000 4406.00000000 2112.00000000 0.00000000 11698.00400000 593.18650000
198211 00606601 1982 11 1 IBM 0.534089 0.374261 0.653963 0.39623601 0.43024440 0.62269939 0.62076053 47858.82692654 50261.82792654 30833.00000000 12510.00400000 11645.00400000 6677.99200000 3639.00000000 1378.00000000 4955.00000000 3206.00100000 992.00000000 18410.00400000 1876.00000000 1123.00000000 4406.00000000 2112.00000000 0.00000000 11698.00400000 593.18650000
198212 00606601 1982 12 1 IBM 0.457917 0.277152 0.687004 0.56858847 0.48954183 0.63850000 0.61437908 51828.37800000 54231.37900000 30833.00000000 12510.00400000 11645.00400000 6677.99200000 3639.00000000 1378.00000000 4955.00000000 3206.00100000 992.00000000 18410.00400000 1876.00000000 1123.00000000 4406.00000000 2112.00000000 0.00000000 11698.00400000 593.18650000
198301 00606601 1983 01 1 IBM 0.225657 0.232467 0.490613 0.84294235 0.65568862 0.74085213 0.72869390 57981.57750000 59898.57850000 32283.00000000 12965.00400000 12006.00400000 7311.99200000 3990.00000000 1823.00000000 4933.00000000 3419.00100000 965.00000000 18663.00400000 1883.00000000 998.00000000 4409.00000000 2445.00100000 0.00000000 11962.00400000 595.50975000
198302 00606601 1983 02 1 IBM 0.162538 0.116778 0.572692 0.39233038 0.66964286 0.57619522 0.68436874 59562.89325000 61479.89425000 32283.00000000 12965.00400000 12006.00400000 7311.99200000 3990.00000000 1823.00000000 4933.00000000 3419.00100000 965.00000000 18663.00400000 1883.00000000 998.00000000 4409.00000000 2445.00100000 0.00000000 11962.00400000 595.50975000
198303 00606601 1983 03 1 IBM 0.190223 0.077037 0.650971 0.30467608 0.55353635 0.50271605 0.63487332 59638.19400000 61555.19500000 32283.00000000 12965.00400000 12006.00400000 7311.99200000 3990.00000000 1823.00000000 4933.00000000 3419.00100000 965.00000000 18663.00400000 1883.00000000 998.00000000 4409.00000000 2445.00100000 0.00000000 11962.00400000 595.50975000
198304 00606601 1983 04 1 IBM 0.155516 0.033597 0.663290 0.48351115 0.29560976 0.48814229 0.60079444 61539.31575000 61619.31575000 34364.00000000 13688.00300000 12620.00400000 8055.99300000 4409.00000000 3300.00100000 5433.00000000 3492.00100000 789.00000000 18573.00400000 954.00000000 529.00000000 4826.00000000 2854.00100000 0.00000000 12581.00400000 598.03775000
198305 00606601 1983 05 1 IBM -0.039710 -0.074145 0.560038 0.78533526 0.57212476 0.66058214 0.59663033 70762.65300000 70842.65300000 34364.00000000 13688.00300000 12620.00400000 8055.99300000 4409.00000000 3300.00100000 5433.00000000 3492.00100000 789.00000000 18573.00400000 954.00000000 529.00000000 4826.00000000 2854.00100000 0.00000000 12581.00400000 598.03775000
198306 00606601 1983 06 1 IBM -0.017215 -0.096996 0.614593 0.11690141 0.42382534 0.47211538 0.47727273 67285.00125000 67365.00125000 34364.00000000 13688.00300000 12620.00400000 8055.99300000 4409.00000000 3300.00100000 5433.00000000 3492.00100000 789.00000000 18573.00400000 954.00000000 529.00000000 4826.00000000 2854.00100000 0.00000000 12581.00400000 598.03775000
198307 00606601 1983 07 1 IBM -0.047781 -0.172414 0.652995 0.68386797 0.53759398 0.39799809 0.50072359 72991.62975000 72147.63075000 35585.00000000 14184.00300000 12925.00400000 8475.99300000 4596.00000000 4288.00000000 4664.00000000 3681.00100000 991.00000000 17178.00400000 2118.00000000 647.00000000 4853.00000000 2763.00100000 0.00000000 12589.00400000 600.67400000
198308 00606601 1983 08 1 IBM 0.072335 -0.054945 0.666212 0.63544536 0.40657036 0.48839413 0.58637236 73067.50462500 72223.50562500 35585.00000000 14184.00300000 12925.00400000 8475.99300000 4596.00000000 4288.00000000 4664.00000000 3681.00100000 991.00000000 17178.00400000 2118.00000000 647.00000000 4853.00000000 2763.00100000 0.00000000 12589.00400000 600.67400000
198309 00606601 1983 09 1 IBM 0.075997 -0.038706 0.639908 0.58425926 0.74563473 0.61324376 0.61051607 72536.38050000 71692.38150000 35585.00000000 14184.00300000 12925.00400000 8475.99300000 4596.00000000 4288.00000000 4664.00000000 3681.00100000 991.00000000 17178.00400000 2118.00000000 647.00000000 4853.00000000 2763.00100000 0.00000000 12589.00400000 600.67400000
198310 00606601 1983 10 1 IBM 0.025483 -0.061228 0.618744 0.71016484 0.74684727 0.70305052 0.54980658 77252.15750000 76190.15850000 37122.00000000 14868.00300000 13292.00400000 8961.99300000 4863.00000000 4446.00000000 5055.00000000 3942.00100000 1064.00000000 16959.00400000 2128.00000000 700.00000000 4934.00000000 2582.00100000 0.00000000 12423.00400000 603.34650000
198311 00606601 1983 11 1 IBM 0.002814 -0.029110 0.541915 0.66173752 0.77642085 0.65310544 0.66944172 77176.04700000 76114.04800000 37122.00000000 14868.00300000 13292.00400000 8961.99300000 4863.00000000 4446.00000000 5055.00000000 3942.00100000 1064.00000000 16959.00400000 2128.00000000 700.00000000 4934.00000000 2582.00100000 0.00000000 12423.00400000 603.34650000
198312 00606601 1983 12 1 IBM 0.086348 -0.049422 0.683827 0.10444343 0.41348837 0.63039310 0.56780488 71467.75950000 70405.76050000 37122.00000000 14868.00300000 13292.00400000 8961.99300000 4863.00000000 4446.00000000 5055.00000000 3942.00100000 1064.00000000 16959.00400000 2128.00000000 700.00000000 4934.00000000 2582.00100000 0.00000000 12423.00400000 603.34650000
198401 00606601 1984 01 1 IBM 0.157639 0.051282 0.624164 0.77913279 0.45827570 0.65433855 0.66262724 74508.45000000 73383.45100000 38357.00000000 15471.00300000 13613.00400000 9272.99300000 5122.00000000 4593.00000000 5242.00000000 4199.00000000 951.00000000 16778.00400000 2571.00100000 714.00000000 4923.00000000 2513.00100000 0.00000000 12399.00400000 605.77450000
198402 00606601 1984 02 1 IBM 0.225950 0.100957 0.658407 0.27775301 0.19790242 0.50164551 0.43194981 69698.99062500 68573.99162500 38357.00000000 15471.00300000 13613.00400000 9272.99300000 5122.00000000 4593.00000000 5242.00000000 4199.00000000 951.00000000 16778.00400000 2571.00100000 714.00000000 4923.00000000 2513.00100000 0.00000000 12399.00400000 605.77450000
198403 00606601 1984 03 1 IBM 0.192471 0.146608 0.550975 0.62472210 0.59154930 0.51891639 0.66714906 67332.43125000 66207.43225000 38357.00000000 15471.00300000 13613.00400000 9272.99300000 5122.00000000 4593.00000000 5242.00000000 4199.00000000 951.00000000 16778.00400000 2571.00100000 714.00000000 4923.00000000 2513.00100000 0.00000000 12399.00400000 605.77450000
198404 00606601 1984 04 1 IBM 0.148704 0.110896 0.542222 0.64304813 0.50654628 0.47988775 0.62457912 69670.18800000 67340.18900000 40180.00400000 16395.00300000 14196.00300000 9588.99800000 5485.00000000 5536.00000000 6380.00000000 4381.00000000 973.00000000 16142.00000000 3831.00000000 532.00000000 5755.00000000 3220.00100000 0.00000000 14024.00400000 607.85425000
198405 00606601 1984 05 1 IBM 0.180579 0.161765 0.516934 0.51206434 0.67221223 0.38824349 0.60445616 69517.40250000 67187.40350000 40180.00400000 16395.00300000 14196.00300000 9588.99800000 5485.00000000 5536.00000000 6380.00000000 4381.00000000 973.00000000 16142.00000000 3831.00000000 532.00000000 5755.00000000 3220.00100000 0.00000000 14024.00400000 607.85425000
198406 00606601 1984 06 1 IBM 0.188602 0.247537 0.446325 0.47746542 0.58860476 0.62373038 0.56220323 65850.55050000 63520.55150000 40180.00400000 16395.00300000 14196.00300000 9588.99800000 5485.00000000 5536.00000000 6380.00000000 4381.00000000 973.00000000 16142.00000000 3831.00000000 532.00000000 5755.00000000 3220.00100000 0.00000000 14024.00400000 607.85425000
198407 00606601 1984 07 1 IBM 0.285704 0.241344 0.548942 0.29592740 0.38831922 0.40536852 0.41469194 64666.23075000 62617.23075000 41478.00400000 17081.00200000 14556.00200000 9841.00000000 5711.00000000 5368.00000000 6147.00000000 4751.00000000 1401.00000000 16157.00400000 4322.00000000 668.00000000 5736.00000000 3017.00000000 0.00000000 14110.00400000 609.43750000
198408 00606601 1984 08 1 IBM 0.193551 0.275132 0.415660 0.85803851 0.57439134 0.70802920 0.46885402 67723.73575000 65674.73575000 41478.00400000 17081.00200000 14556.00200000 9841.00000000 5711.00000000 5368.00000000 6147.00000000 4751.00000000 1401.00000000 16157.00400000 4322.00000000 668.00000000 5736.00000000 3017.00000000 0.00000000 14110.00400000 609.43750000
198409 00606601 1984 09 1 IBM 0.035763 0.102733 0.422870 0.54328224 0.64900362 0.68612637 0.71087470 75673.24875000 73624.24875000 41478.00400000 17081.00200000 14556.00200000 9841.00000000 5711.00000000 5368.00000000 6147.00000000 4751.00000000 1401.00000000 16157.00400000 4322.00000000 668.00000000 5736.00000000 3017.00000000 0.00000000 14110.00400000 609.43750000
198410 00606601 1984 10 1 IBM 0.081561 0.142857 0.435173 0.54582210 0.80480072 0.63044475 0.61040788 76029.56900000 75007.56900000 43087.00400000 17800.00100000 15086.00100000 10201.00200000 5991.00000000 4260.00000000 6911.00000000 5403.00000000 1604.00000000 15828.00400000 4481.00000000 737.00000000 5834.00000000 2607.00000000 0.00000000 13782.00800000 610.56300000
198411 00606601 1984 11 1 IBM 0.159196 0.212393 0.437726 0.57116954 0.61260850 0.62684502 0.72943925 76259.03450000 75237.03450000 43087.00400000 17800.00100000 15086.00100000 10201.00200000 5991.00000000 4260.00000000 6911.00000000 5403.00000000 1604.00000000 15828.00400000 4481.00000000 737.00000000 5834.00000000 2607.00000000 0.00000000 13782.00800000 610.56300000
198412 00606601 1984 12 1 IBM 0.320297 0.292147 0.530220 0.45588235 0.54507628 0.62593633 0.65845571 74499.79900000 73477.79900000 43087.00400000 17800.00100000 15086.00100000 10201.00200000 5991.00000000 4260.00000000 6911.00000000 5403.00000000 1604.00000000 15828.00400000 4481.00000000 737.00000000 5834.00000000 2607.00000000 0.00000000 13782.00800000 610.56300000
198501 00606601 1985 01 1 IBM 0.271970 0.282808 0.487660 0.46703297 0.49976884 0.71929005 0.60113690 75436.84062500 74927.84062500 44338.00400000 18241.00000000 15476.00000000 10621.00400000 6273.00000000 3722.00000000 6867.00000000 6082.00000000 1353.00000000 15782.00400000 4778.00000000 892.00000000 5693.00000000 2196.00000000 0.00000000 13410.00800000 611.31900000
198502 00606601 1985 02 1 IBM 0.151987 0.242483 0.418133 0.48530077 0.47814208 0.56299031 0.60531221 83554.91687500 83045.91687500 44338.00400000 18241.00000000 15476.00000000 10621.00400000 6273.00000000 3722.00000000 6867.00000000 6082.00000000 1353.00000000 15782.00400000 4778.00000000 892.00000000 5693.00000000 2196.00000000 0.00000000 13410.00800000 611.31900000
198503 00606601 1985 03 1 IBM 0.167676 0.264308 0.412926 0.27660530 0.36326715 0.42655109 0.55735430 82099.79000000 81590.79000000 44338.00400000 18241.00000000 15476.00000000 10621.00400000 6273.00000000 3722.00000000 6867.00000000 6082.00000000 1353.00000000 15782.00400000 4778.00000000 892.00000000 5693.00000000 2196.00000000 0.00000000 13410.00800000 611.31900000
198504 00606601 1985 04 1 IBM 0.270665 0.286760 0.478280 0.32658570 0.26173285 0.33591967 0.54637748 77909.92800000 77650.92800000 45937.00400000 18919.00000000 15787.00000000 11231.00400000 6582.00000000 4362.00000000 8111.00000000 6598.00000000 1304.00000000 16363.00400000 6070.00000000 834.00000000 6138.00000000 2668.00000000 0.00000000 16319.00400000 611.80900000
198505 00606601 1985 05 1 IBM 0.253031 0.344755 0.419587 0.52430243 0.30981456 0.33165829 0.40574340 77603.19600000 77344.19600000 45937.00400000 18919.00000000 15787.00000000 11231.00400000 6582.00000000 4362.00000000 8111.00000000 6598.00000000 1304.00000000 16363.00400000 6070.00000000 834.00000000 6138.00000000 2668.00000000 0.00000000 16319.00400000 611.80900000
198506 00606601 1985 06 1 IBM 0.174769 0.295879 0.392040 0.39687644 0.37014787 0.30093023 0.37441204 78906.80700000 78647.80700000 45937.00400000 18919.00000000 15787.00000000 11231.00400000 6582.00000000 4362.00000000 8111.00000000 6598.00000000 1304.00000000 16363.00400000 6070.00000000 834.00000000 6138.00000000 2668.00000000 0.00000000 16319.00400000 611.80900000
198507 00606601 1985 07 1 IBM 0.104361 0.193570 0.421294 0.24182404 0.32652113 0.23286385 0.29216152 75999.57750000 76029.57750000 46121.00400000 19142.00000000 16174.00000000 10805.00400000 6366.00000000 4151.00000000 7388.00000000 7399.00000000 1753.00000000 18266.00400000 4417.00000000 899.00000000 6171.00000000 2328.00000000 0.00000000 16455.00400000 612.38950000
198508 00606601 1985 08 1 IBM 0.097969 0.214095 0.407088 0.71181031 0.40986630 0.30143985 0.30747532 80682.37975000 80712.37975000 46121.00400000 19142.00000000 16174.00000000 10805.00400000 6366.00000000 4151.00000000 7388.00000000 7399.00000000 1753.00000000 18266.00400000 4417.00000000 899.00000000 6171.00000000 2328.00000000 0.00000000 16455.00400000 612.38950000
198509 00606601 1985 09 1 IBM 0.094753 0.150000 0.443038 0.32713249 0.37860082 0.32761816 0.26565421 77765.22425000 77795.22425000 46121.00400000 19142.00000000 16174.00000000 10805.00400000 6366.00000000 4151.00000000 7388.00000000 7399.00000000 1753.00000000 18266.00400000 4417.00000000 899.00000000 6171.00000000 2328.00000000 0.00000000 16455.00400000 612.38950000
198510 00606601 1985 10 1 IBM 0.028575 0.263711 0.303196 0.66620879 0.66943292 0.44901777 0.32796971 76138.28225000 76776.28225000 46356.00400000 19546.00000000 16364.00000000 10446.00400000 6157.00000000 3468.00000000 7719.00000000 7971.00000000 1859.00000000 17534.00400000 5657.00000000 1523.00000000 6070.00000000 2216.00000000 0.00000000 16389.00400000 613.04875000
198511 00606601 1985 11 1 IBM 0.017561 0.235294 0.304608 0.58641405 0.54164728 0.47375887 0.36623748 79826.11025000 80464.11025000 46356.00400000 19546.00000000 16364.00000000 10446.00400000 6157.00000000 3468.00000000 7719.00000000 7971.00000000 1859.00000000 17534.00400000 5657.00000000 1523.00000000 6070.00000000 2216.00000000 0.00000000 16389.00400000 613.04875000
198512 00606601 1985 12 1 IBM -0.114315 0.132078 0.258557 0.57899628 0.68928404 0.57088668 0.45069745 85895.66050000 86533.66050000 46356.00400000 19546.00000000 16364.00000000 10446.00400000 6157.00000000 3468.00000000 7719.00000000 7971.00000000 1859.00000000 17534.00400000 5657.00000000 1523.00000000 6070.00000000 2216.00000000 0.00000000 16389.00400000 613.04875000
198601 00606601 1986 01 1 IBM -0.145982 0.194805 0.187269 0.80992119 0.76514796 0.78982406 0.63833897 95697.49900000 97103.49900000 47397.00400000 20173.00000000 16979.00000000 10245.00400000 6046.00000000 3668.00000000 8557.00000000 8822.00000000 1911.00000000 18680.00400000 5663.00000000 1617.00000000 6237.00000000 2304.00000000 0.00000000 17965.00400000 613.73125000
198602 00606601 1986 02 1 IBM -0.042756 0.258065 0.228938 0.30684428 0.62075384 0.61284230 0.53554275 93235.82700000 94641.82700000 47397.00400000 20173.00000000 16979.00000000 10245.00400000 6046.00000000 3668.00000000 8557.00000000 8822.00000000 1911.00000000 18680.00400000 5663.00000000 1617.00000000 6237.00000000 2304.00000000 0.00000000 17965.00400000 613.73125000
198603 00606601 1986 03 1 IBM 0.026933 0.200000 0.326728 0.22494226 0.38088578 0.51565465 0.45642754 92851.19075000 94257.19075000 47397.00400000 20173.00000000 16979.00000000 10245.00400000 6046.00000000 3668.00000000 8557.00000000 8822.00000000 1911.00000000 18680.00400000 5663.00000000 1617.00000000 6237.00000000 2304.00000000 0.00000000 17965.00400000 613.73125000
198604 00606601 1986 04 1 IBM 0.090819 0.105219 0.481533 0.33008809 0.17016807 0.37761905 0.47442085 93362.32950000 92988.32950000 50056.00400000 21103.00000000 17723.00000000 11230.00400000 6555.00000000 5622.00000000 10566.00000000 8579.00000000 1303.00000000 19680.00400000 6884.00000000 1293.00000000 7051.00000000 3089.00000000 0.00000000 20644.00800000 614.41450000
198605 00606601 1986 05 1 IBM 0.064098 0.092209 0.454504 0.63959391 0.28637843 0.40737240 0.43761996 96289.53125000 95915.53125000 50056.00400000 21103.00000000 17723.00000000 11230.00400000 6555.00000000 5622.00000000 10566.00000000 8579.00000000 1303.00000000 19680.00400000 6884.00000000 1293.00000000 7051.00000000 3089.00000000 0.00000000 20644.00800000 614.41450000
198606 00606601 1986 06 1 IBM 0.100266 0.093458 0.504845 0.22144847 0.29100281 0.28727445 0.39758454 93901.55087500 93527.55087500 50056.00400000 21103.00000000 17723.00000000 11230.00400000 6555.00000000 5622.00000000 10566.00000000 8579.00000000 1303.00000000 19680.00400000 6884.00000000 1293.00000000 7051.00000000 3089.00000000 0.00000000 20644.00800000 614.41450000
198607 00606601 1986 07 1 IBM 0.133825 0.114290 0.527588 0.32317636 0.30215154 0.17022285 0.32058111 90150.53300000 89667.53300000 50414.00400000 21127.00000000 18067.00000000 11220.00400000 6586.00000000 6734.00000000 8560.00000000 9215.00000000 1992.00000000 19868.00400000 7710.00000000 1913.00000000 6854.00000000 2610.00000000 0.00000000 21218.00800000 615.11175000
198608 00606601 1986 08 1 IBM 0.319616 0.248000 0.569195 0.41585535 0.25414495 0.20931349 0.27894480 81535.46500000 81052.46500000 50414.00400000 21127.00000000 18067.00000000 11220.00400000 6586.00000000 6734.00000000 8560.00000000 9215.00000000 1992.00000000 19868.00400000 7710.00000000 1913.00000000 6854.00000000 2610.00000000 0.00000000 21218.00800000 615.11175000
198609 00606601 1986 09 1 IBM 0.119388 0.187647 0.427374 0.55726975 0.38960420 0.27003400 0.26995074 85381.47750000 84898.47750000 50414.00400000 21127.00000000 18067.00000000 11220.00400000 6586.00000000 6734.00000000 8560.00000000 9215.00000000 1992.00000000 19868.00400000 7710.00000000 1913.00000000 6854.00000000 2610.00000000 0.00000000 21218.00800000 615.11175000
198610 00606601 1986 10 1 IBM -0.061638 -0.056435 0.490644 0.66268382 0.56755493 0.39375000 0.22141119 82035.18150000 80680.18150000 51248.00400000 21629.00000000 18846.00000000 10773.00400000 6477.00000000 7194.00000000 8737.00000000 8987.00000000 2175.00000000 20407.00400000 7533.00000000 1510.00000000 7138.00000000 2480.00000000 0.00000000 21244.00800000 615.41775000
198611 00606601 1986 11 1 IBM -0.067849 -0.128531 0.589732 0.09534884 0.27602449 0.20214321 0.15753086 75402.22537500 74047.22537500 51248.00400000 21629.00000000 18846.00000000 10773.00400000 6477.00000000 7194.00000000 8737.00000000 8987.00000000 2175.00000000 20407.00400000 7533.00000000 1510.00000000 7138.00000000 2480.00000000 0.00000000 21244.00800000 615.41775000
198612 00606601 1986 12 1 IBM -0.062745 -0.071909 0.514658 0.64565826 0.29361702 0.28383642 0.22779156 77536.96987500 76181.96987500 51248.00400000 21629.00000000 18846.00000000 10773.00400000 6477.00000000 7194.00000000 8737.00000000 8987.00000000 2175.00000000 20407.00400000 7533.00000000 1510.00000000 7138.00000000 2480.00000000 0.00000000 21244.00800000 615.41775000
198701 00606601 1987 01 1 IBM -0.033959 -0.022169 0.483481 0.36598146 0.18467742 0.32026144 0.25376884 73191.12000000 72140.12000000 51460.00400000 21925.00000000 19454.00000000 10081.00400000 6080.00000000 7920.00000000 8674.00000000 9012.00000000 2320.00000000 20902.00400000 7754.00000000 2366.00000000 7317.00000000 2434.00000000 0.00000000 22685.00800000 614.23925000
198702 00606601 1987 02 1 IBM -0.049736 -0.062266 0.518803 0.35382127 0.39700526 0.28509675 0.20365646 78527.97250000 77476.97250000 51460.00400000 21925.00000000 19454.00000000 10081.00400000 6080.00000000 7920.00000000 8674.00000000 9012.00000000 2320.00000000 20902.00400000 7754.00000000 2366.00000000 7317.00000000 2434.00000000 0.00000000 22685.00800000 614.23925000
198703 00606601 1987 03 1 IBM -0.202957 -0.101163 0.355072 0.56441224 0.37187752 0.30762954 0.26395300 85084.67700000 84033.67700000 51460.00400000 21925.00000000 19454.00000000 10081.00400000 6080.00000000 7920.00000000 8674.00000000 9012.00000000 2320.00000000 20902.00400000 7754.00000000 2366.00000000 7317.00000000 2434.00000000 0.00000000 22685.00800000 614.23925000
198704 00606601 1987 04 1 IBM -0.219798 -0.107143 0.358039 0.74058085 0.57625786 0.34384984 0.40466448 90964.04025000 89286.04025000 51250.00400000 22706.00000000 20685.00000000 7859.00400000 4789.00000000 7257.00000000 10825.00000000 8039.00000000 1628.00000000 21268.00400000 8797.00000000 1410.00000000 8750.00000000 2583.00000000 0.00000000 23440.00800000 611.86525000
198705 00606601 1987 05 1 IBM -0.267071 -0.096154 0.305730 0.84850863 0.81385281 0.71274900 0.59055759 97023.26025000 95345.26025000 51250.00400000 22706.00000000 20685.00000000 7859.00400000 4789.00000000 7257.00000000 10825.00000000 8039.00000000 1628.00000000 21268.00400000 8797.00000000 1410.00000000 8750.00000000 2583.00000000 0.00000000 23440.00800000 611.86525000
198706 00606601 1987 06 1 IBM -0.175184 -0.047256 0.338431 0.50078431 0.82107747 0.66295707 0.55087150 96570.88000000 94712.88000000 51804.00400000 23314.00000000 21098.00000000 7392.00400000 4557.00000000 7776.00000000 9488.00000000 8417.00000000 2362.00000000 21654.00400000 8542.00000000 1654.00000000 8656.00000000 1976.00000000 0.00000000 23238.00800000 608.69425000
198707 00606601 1987 07 1 IBM -0.198234 -0.087126 0.356164 0.44403131 0.71887236 0.68019802 0.47065965 98079.80000000 96221.80000000 51804.00400000 23314.00000000 21098.00000000 7392.00400000 4557.00000000 7776.00000000 9488.00000000 8417.00000000 2362.00000000 21654.00400000 8542.00000000 1654.00000000 8656.00000000 1976.00000000 0.00000000 23238.00800000 608.69425000
198708 00606601 1987 08 1 IBM -0.275388 -0.140730 0.322998 0.30357143 0.37293470 0.67275616 0.58593433 97174.44800000 95316.44800000 51804.00400000 23314.00000000 21098.00000000 7392.00400000 4557.00000000 7776.00000000 9488.00000000 8417.00000000 2362.00000000 21654.00400000 8542.00000000 1654.00000000 8656.00000000 1976.00000000 0.00000000 23238.00800000 608.69425000
198709 00606601 1987 09 1 IBM -0.287701 -0.141659 0.302104 0.62048432 0.39426523 0.69367191 0.57172215 101662.13100000 100420.13100000 52334.00400000 23683.00000000 21476.00000000 7175.00400000 4430.00000000 6772.00000000 10016.00000000 8409.00000000 2506.00000000 21606.00400000 8436.00000000 1303.00000000 7917.00000000 1893.00000000 0.00000000 22368.00800000 605.80000000
198710 00606601 1987 10 1 IBM -0.154429 -0.136628 0.469261 0.13852140 0.20593982 0.43735131 0.47317467 91020.43800000 89778.43800000 52334.00400000 23683.00000000 21476.00000000 7175.00400000 4430.00000000 6772.00000000 10016.00000000 8409.00000000 2506.00000000 21606.00400000 8436.00000000 1303.00000000 7917.00000000 1893.00000000 0.00000000 22368.00800000 605.80000000
198711 00606601 1987 11 1 IBM 0.014901 0.153409 0.319807 0.80795500 0.60866935 0.47524752 0.72419557 73963.54000000 72721.54000000 52334.00400000 23683.00000000 21476.00000000 7175.00400000 4430.00000000 6772.00000000 10016.00000000 8409.00000000 2506.00000000 21606.00400000 8436.00000000 1303.00000000 7917.00000000 1893.00000000 0.00000000 22368.00800000 605.80000000
198712 00606601 1987 12 1 IBM 0.143194 0.252773 0.360656 0.35145942 0.49338677 0.41183673 0.61064892 66944.16650000 66371.16650000 53151.00400000 24245.00000000 21738.00000000 7168.00400000 4561.00000000 6753.00000000 10669.00000000 8628.00000000 2595.00000000 21583.00400000 8704.00000000 2419.00000000 7615.00000000 1648.00000000 0.00000000 22960.00800000 604.43425000
198801 00606601 1988 01 1 IBM 0.174879 0.207447 0.455722 0.40153660 0.59000809 0.38167625 0.48215036 69815.36100000 69242.36100000 53151.00400000 24245.00000000 21738.00000000 7168.00400000 4561.00000000 6753.00000000 10669.00000000 8628.00000000 2595.00000000 21583.00400000 8704.00000000 2419.00000000 7615.00000000 1648.00000000 0.00000000 22960.00800000 604.43425000
198802 00606601 1988 02 1 IBM 0.133365 0.160000 0.466041 0.24170995 0.16873251 0.34773829 0.29846409 67926.41725000 67353.41725000 53151.00400000 24245.00000000 21738.00000000 7168.00400000 4561.00000000 6753.00000000 10669.00000000 8628.00000000 2595.00000000 21583.00400000 8704.00000000 2419.00000000 7615.00000000 1648.00000000 0.00000000 22960.00800000 604.43425000
198803 00606601 1988 03 1 IBM -0.035499 0.098592 0.297927 0.39952153 0.18819777 0.26977118 0.25030877 70153.61000000 68673.61000000 54217.00400000 24610.00000000 21865.00000000 7742.00400000 5258.00000000 6967.00000000 13849.00300000 8645.00000000 1559.00000000 22922.00400000 9746.00000000 1629.00000000 9214.00000000 2534.00000000 0.00000000 25425.00800000 602.21650000
198804 00606601 1988 04 1 IBM 0.100039 0.116883 0.477838 0.09525661 0.08229572 0.23341140 0.16346922 64257.72150000 62777.72150000 54217.00400000 24610.00000000 21865.00000000 7742.00400000 5258.00000000 6967.00000000 13849.00300000 8645.00000000 1559.00000000 22922.00400000 9746.00000000 1629.00000000 9214.00000000 2534.00000000 0.00000000 25425.00800000 602.21650000
198805 00606601 1988 05 1 IBM 0.015257 0.146613 0.346600 0.72052571 0.25135554 0.12058938 0.23786024 67690.77050000 66210.77050000 54217.00400000 24610.00000000 21865.00000000 7742.00400000 5258.00000000 6967.00000000 13849.00300000 8645.00000000 1559.00000000 22922.00400000 9746.00000000 1629.00000000 9214.00000000 2534.00000000 0.00000000 25425.00800000 602.21650000
198806 00606601 1988 06 1 IBM 0.034042 0.155697 0.356778 0.57822327 0.33871603 0.16502171 0.23583400 67168.35000000 65688.35000000 54217.00400000 24610.00000000 21865.00000000 7742.00400000 5258.00000000 6967.00000000 13849.00300000 8645.00000000 1559.00000000 22922.00400000 9746.00000000 1629.00000000 9214.00000000 2534.00000000 0.00000000 25425.00800000 602.21650000
198807 00606601 1988 07 1 IBM -0.061203 0.138432 0.287736 0.77034998 0.79447732 0.33981739 0.42617717 75550.95275000 75863.95275000 55285.00400000 24859.00000000 22488.00000000 7938.00400000 5386.00000000 6407.00000000 11850.00000000 9161.00000000 2065.00000000 22569.00400000 9510.00000000 2753.00000000 7946.00000000 1218.00000000 0.00000000 23954.00800000 599.60900000
198808 00606601 1988 08 1 IBM -0.021495 0.184562 0.291716 0.51550844 0.74282344 0.46068308 0.25927403 74587.10350000 74900.10350000 55285.00400000 24859.00000000 22488.00000000 7938.00400000 5721.00000000 6407.00000000 11850.00000000 9161.00000000 2065.00000000 22569.00400000 9510.00000000 2753.00000000 7946.00000000 1218.00000000 0.00000000 23954.00800000 599.60900000
