"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
832,"NATI","National Instruments Corporation","Technology","Technical & System Software","USA",6571.48,125.84,50.63,0.84%,200489
833,"NAUH","National American University Holdings, Inc.","Services","Education & Training Services","USA",27.40,,1.10,-7.37%,7958
834,"NAVG","The Navigators Group, Inc.","Financial","Property & Casualty Insurance","USA",1357.20,46.59,54.65,1.39%,28663
835,"NBIX","Neurocrine Biosciences, Inc.","Healthcare","Drugs - Generic","USA",7536.34,,85.95,1.31%,366420
836,"NBN","Northeast Bancorp","Financial","Regional - Northeast Banks","USA",193.36,13.41,22.08,1.49%,3634
837,"NBTB","NBT Bancorp Inc.","Financial","Regional - Northeast Banks","USA",1572.23,19.67,36.62,-0.22%,53899
838,"NCMI","National CineMedia, Inc.","Services","Marketing Services","USA",565.07,22.04,7.38,1.79%,146953
839,"NDAQ","Nasdaq, Inc.","Financial","Diversified Investments","USA",13378.40,20.78,78.83,-0.36%,201357
840,"NDSN","Nordson Corporation","Industrial Goods","Diversified Machinery","USA",8061.63,27.68,140.36,0.74%,101597
841,"NEO","NeoGenomics, Inc.","Healthcare","Medical Laboratories & Research","USA",656.58,,8.24,1.98%,454591
842,"NEOG","Neogen Corporation","Healthcare","Diagnostic Substances","USA",3092.06,59.87,60.05,-0.11%,44710
843,"NEWT","Newtek Business Services Corp.","Services","Business Services","USA",303.85,,17.27,1.17%,28639
844,"NFBK","Northfield Bancorp, Inc. (Staten Island, NY)","Financial","Regional - Northeast Banks","USA",786.32,30.83,16.19,-0.55%,22841
845,"NFLX","Netflix, Inc.","Services","CATV Systems","USA",122721.74,224.65,277.63,-1.21%,4546624
846,"NHLD","National Holdings Corporation","Financial","Investment Brokerage - Regional","USA",52.99,4.24,4.21,-1.15%,10792
847,"NHTC","Natural Health Trends Corp.","Consumer Goods","Personal Products","USA",188.44,8.17,17.24,0.82%,38252
848,"NICK","Nicholas Financial, Inc.","Financial","Credit Services","USA",112.95,,8.99,0.45%,728
849,"NKSH","National Bankshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",258.21,18.15,37.85,0.26%,1163
850,"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",13521.73,,89.96,4.06%,968781
851,"NLST","Netlist, Inc.","Technology","Semiconductor- Memory Chips","USA",22.90,,0.32,3.06%,1649944
852,"NNBR","NN, Inc.","Industrial Goods","Machine Tools & Accessories","USA",715.77,,25.45,0.20%,31342
853,"NOVT","Novanta Inc.","Technology","Scientific & Technical Instruments","USA",1922.05,32.72,54.35,-1.00%,50060
854,"NRCIB","National Research Corporation","Services","Research Services","USA",829.81,54.63,49.25,-0.71%,261
855,"NRIM","Northrim BanCorp, Inc.","Financial","Regional - Pacific Banks","USA",228.81,14.77,33.90,1.04%,2881
856,"NSEC","The National Security Group, Inc.","Financial","Property & Casualty Insurance","USA",37.00,,15.00,-0.66%,1
857,"NSIT","Insight Enterprises, Inc.","Technology","Application Software","USA",1289.47,14.24,35.38,-0.81%,77324
858,"NSSC","Napco Security Technologies, Inc.","Services","Security & Protection Services","USA",180.06,29.49,9.80,-0.51%,12199
859,"NTAP","NetApp, Inc.","Technology","Data Storage Devices","USA",15938.69,,59.12,0.99%,1416633
860,"NTCT","NetScout Systems, Inc.","Technology","Business Software & Services","USA",2309.60,27.63,26.70,-0.19%,161486
861,"NTGR","NETGEAR, Inc.","Technology","Communication Equipment","USA",1862.55,110.13,59.55,1.45%,62358
862,"NTIC","Northern Technologies International Corporation","Basic Materials","Specialty Chemicals","USA",100.25,24.82,22.95,0.95%,249
863,"NTRI","Nutrisystem, Inc.","Services","Personal Services","USA",1227.25,22.24,40.55,-1.34%,240469
864,"NTRS","Northern Trust Corporation","Financial","Asset Management","USA",23738.95,22.46,105.52,0.13%,503136
865,"NTWK","NetSol Technologies, Inc.","Technology","Application Software","USA",53.30,,4.84,1.91%,15761
866,"NUAN","Nuance Communications, Inc.","Technology","Application Software","USA",4708.66,,16.39,0.68%,753099
867,"NUVA","NuVasive, Inc.","Healthcare","Medical Appliances & Equipment","USA",2406.56,39.88,47.55,0.27%,93543
868,"NVAX","Novavax, Inc.","Healthcare","Biotechnology","USA",686.09,,2.34,-1.27%,3255066
869,"NVDA","NVIDIA Corporation","Technology","Semiconductor - Specialized","USA",147951.44,50.03,241.95,0.18%,7937565
870,"NVEC","NVE Corporation","Technology","Semiconductor - Specialized","USA",349.42,26.78,72.38,0.28%,1549
871,"NWBI","Northwest Bancshares, Inc.","Financial","Savings & Loans","USA",1728.21,18.37,16.91,-0.06%,147444
872,"NWBO","Northwest Biotherapeutics, Inc.","Healthcare","Biotechnology","USA",68.90,,0.30,-4.63%,1195435
873,"NWFL","Norwood Financial Corp.","Financial","Regional - Northeast Banks","USA",185.50,23.22,30.16,-1.14%,503
874,"NWLI","National Western Life Group, Inc.","Financial","Life Insurance","USA",1093.24,11.93,311.12,0.46%,1603
875,"NWPX","Northwest Pipe Company","Basic Materials","Steel & Iron","USA",181.64,,19.39,1.71%,2973
876,"NXST","Nexstar Media Group, Inc.","Services","Broadcasting - TV","USA",3439.06,27.95,72.55,-2.75%,255510
877,"NXTM","Nxstage Medical, Inc.","Healthcare","Medical Appliances & Equipment","USA",1615.30,,24.40,0.08%,31467
878,"NYMT","New York Mortgage Trust, Inc.","Financial","REIT - Residential","USA",632.00,11.32,5.70,0.80%,353352
879,"NYNY","Empire Resorts, Inc.","Services","Resorts & Casinos","USA",760.84,,23.85,-1.04%,4153
880,"OBCI","Ocean Bio-Chem, Inc.","Consumer Goods","Cleaning Products","USA",37.21,12.93,3.92,1.03%,2152
881,"OCC","Optical Cable Corporation","Technology","Communication Equipment","USA",17.14,,2.50,4.17%,19
882,"OCFC","OceanFirst Financial Corp.","Financial","Savings & Loans","USA",863.17,20.75,26.40,-0.75%,107667
883,"OCLR","Oclaro, Inc.","Technology","Semiconductor Equipment & Materials","USA",1145.98,8.39,6.88,0.15%,891413
884,"ODFL","Old Dominion Freight Line, Inc.","Services","Trucking","USA",11238.08,31.37,140.00,2.49%,197413
885,"ODP","Office Depot, Inc.","Services","Specialty Retail, Other","USA",1539.49,6.50,3.11,1.97%,1523889
886,"OESX","Orion Energy Systems, Inc","Technology","Diversified Electronics","USA",25.19,,0.84,-1.20%,3697
887,"OFLX","Omega Flex, Inc.","Industrial Goods","Industrial Equipment & Components","USA",599.40,39.53,59.90,-0.17%,3017
888,"OHRP","OHR Pharmaceutical, Inc.","Healthcare","Biotechnology","USA",14.44,,0.25,-1.95%,503971
889,"OLBK","Old Line Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",395.20,23.62,32.08,0.25%,2291
890,"OLED","Universal Display Corporation","Technology","Semiconductor Equipment & Materials","USA",7652.41,74.41,154.80,-0.51%,1013131
891,"OMCL","Omnicell, Inc.","Technology","Healthcare Information Services","USA",1659.25,86.24,44.30,1.72%,140710
892,"OMEX","Odyssey Marine Exploration, Inc.","Services","Business Services","USA",33.82,,4.26,2.16%,3765
893,"ON","ON Semiconductor Corporation","Technology","Semiconductor - Broad Line","USA",9967.06,12.35,23.18,-0.19%,2298966
894,"ONB","Old National Bancorp","Financial","Regional - Midwest Banks","USA",2344.76,24.41,17.45,0.00%,346065
895,"OPK","Opko Health, Inc.","Healthcare","Biotechnology","USA",2054.11,,3.73,4.48%,1919818
896,"OPOF","Old Point Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",123.65,,26.00,1.56%,2889
897,"OPTT","Ocean Power Technologies, Inc.","Industrial Goods","Diversified Machinery","USA",20.44,,1.12,0.90%,252778
898,"ORBC","ORBCOMM Inc.","Technology","Diversified Communication Services","USA",809.72,,10.91,-0.09%,86480
899,"OREX","Orexigen Therapeutics, Inc.","Healthcare","Drug Manufacturers - Other","USA",19.01,,1.43,23.36%,8777287
900,"ORIT","Oritani Financial Corp.","Financial","Regional - Northeast Banks","USA",738.02,16.75,16.08,-0.16%,36632
901,"ORLY","O'Reilly Automotive, Inc.","Services","Auto Parts Stores","USA",20979.34,20.54,248.61,0.37%,207477
902,"ORRF","Orrstown Financial Services, Inc.","Financial","Regional - Northeast Banks","USA",210.00,25.53,24.95,-0.80%,4186
903,"OSBC","Old Second Bancorp, Inc.","Financial","Regional - Midwest Banks","USA",410.34,27.89,14.00,0.00%,21588
904,"OSIR","Osiris Therapeutics, Inc.","Healthcare","Biotechnology","USA",331.45,228.57,9.10,-5.21%,26302
905,"OSIS","OSI Systems, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",1192.32,35.34,63.88,-0.19%,139196
906,"OSTK","Overstock.com, Inc.","Services","Catalog & Mail Order Houses","USA",1660.49,,61.90,-2.44%,1480193
907,"OSUR","OraSure Technologies, Inc.","Healthcare","Medical Instruments & Supplies","USA",1064.74,34.87,17.45,-2.08%,184347
908,"OTEL","Otelco Inc.","Technology","Telecom Services - Domestic","USA",52.21,9.36,15.40,0.00%,3380
909,"OTTR","Otter Tail Corporation","Utilities","Diversified Utilities","USA",1617.85,22.57,41.30,0.85%,23753
910,"OTTW","Ottawa Bancorp, Inc.","Financial","Regional - Midwest Banks","USA",47.75,27.24,13.91,0.51%,100
911,"OVBC","Ohio Valley Banc Corp.","Financial","Regional - Midwest Banks","USA",182.79,25.16,41.30,2.35%,2547
912,"OVLY","Oak Valley Bancorp","Financial","Regional - Pacific Banks","USA",176.44,19.78,21.77,-2.14%,858
913,"OZRK","Bank of the Ozarks","Financial","Regional - Southeast Banks","USA",6485.85,13.60,51.13,0.75%,442947
914,"PACW","PacWest Bancorp","Financial","Regional - Pacific Banks","USA",6869.30,18.47,53.59,-0.20%,266523
915,"PATK","Patrick Industries, Inc.","Industrial Goods","Lumber, Wood Production","USA",1610.70,20.95,61.35,-0.97%,95308
916,"PAYX","Paychex, Inc.","Services","Staffing & Outsourcing Services","USA",23256.99,27.93,65.59,0.78%,445895
917,"PBCT","People's United Financial, Inc.","Financial","Savings & Loans","USA",6807.52,20.37,19.66,-0.51%,841153
918,"PBHC","Pathfinder Bancorp, Inc.","Financial","Savings & Loans","USA",65.91,17.89,15.28,-0.78%,1000
919,"PBIB","Porter Bancorp, Inc.","Financial","Regional - Southeast Banks","USA",88.27,,14.05,-0.35%,90626
920,"PBIP","Prudential Bancorp, Inc.","Financial","Savings & Loans","USA",158.16,84.37,17.40,0.12%,17645
921,"PCAR","PACCAR Inc","Consumer Goods","Trucks & Other Vehicles","USA",24409.05,14.58,70.67,2.09%,1315275
922,"PCH","Potlatch Corporation","Industrial Goods","Lumber, Wood Production","USA",2082.60,24.79,52.20,0.38%,287595
923,"PCLN","The Priceline Group Inc.","Services","Business Services","USA",92117.59,26.35,1888.14,0.40%,209646
924,"PCMI","PCM, Inc.","Services","Specialty Retail, Other","USA",92.43,9.99,7.80,0.00%,23915
925,"PCTI","PCTEL, Inc.","Technology","Wireless Communications","USA",127.12,,7.25,1.12%,28626
926,"PCYG","Park City Group, Inc.","Technology","Business Software & Services","USA",223.51,82.48,10.75,-4.87%,21319
927,"PCYO","Pure Cycle Corporation","Utilities","Water Utilities","USA",204.43,,8.25,-2.94%,7571
928,"PDCE","PDC Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",3303.21,,51.93,2.83%,513553
929,"PDCO","Patterson Companies, Inc.","Services","Medical Equipment Wholesale","USA",2966.26,18.85,32.11,0.22%,371267
930,"PDEX","Pro-Dex, Inc.","Healthcare","Medical Instruments & Supplies","USA",30.30,5.49,6.80,-2.16%,984
931,"PDFS","PDF Solutions, Inc.","Technology","Technical & System Software","USA",438.90,93.41,11.68,-0.76%,84782
932,"PDLI","PDL BioPharma, Inc.","Healthcare","Biotechnology","USA",395.20,5.06,2.57,0.59%,355808
933,"PEBK","Peoples Bancorp of North Carolina, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",167.67,16.91,28.33,-1.32%,1398
934,"PEBO","Peoples Bancorp Inc.","Financial","Regional - Midwest Banks","USA",638.71,16.67,35.05,-0.45%,4929
935,"PEGA","Pegasystems, Inc.","Technology","Business Software & Services","USA",4056.50,87.97,52.03,0.24%,69836
936,"PEIX","Pacific Ethanol, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",188.94,,4.21,-4.24%,61425
937,"PENN","Penn National Gaming, Inc.","Services","Resorts & Casinos","USA",2484.87,5.15,26.82,-1.25%,398676
938,"PEP","PepsiCo, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",153466.92,21.20,109.60,1.48%,2733935
939,"PERY","Perry Ellis International, Inc.","Consumer Goods","Textile - Apparel Clothing","USA",410.44,15.51,26.22,-0.17%,25087
940,"PESI","Perma-Fix Environmental Services, Inc.","Industrial Goods","Waste Management","USA",46.32,,3.90,0.20%,5501
941,"PETS","PetMed Express, Inc.","Healthcare","Drug Delivery","USA",980.99,27.67,45.15,-3.66%,280777
942,"PFBC","Preferred Bank","Financial","Regional - Pacific Banks","USA",959.55,22.08,64.55,-0.17%,10310
943,"PFBI","Premier Financial Bancorp, Inc.","Financial","Regional - Southeast Banks","USA",189.81,13.37,17.95,-0.61%,842
944,"PFBX","Peoples Financial Corporation","Financial","Regional - Northeast Banks","USA",70.19,64.62,14.15,3.28%,200
945,"PFG","Principal Financial Group, Inc.","Financial","Life Insurance","USA",18225.97,8.04,62.94,-0.57%,670980
946,"PFIN","P&F Industries, Inc.","Industrial Goods","Small Tools & Accessories","USA",26.68,,7.60,3.68%,28
947,"PFIS","Peoples Financial Services Corp.","Financial","Regional - Northeast Banks","USA",303.66,16.83,42.08,0.20%,4018
948,"PFSW","PFSweb, Inc.","Services","Business Services","USA",142.68,,7.22,-3.34%,40631
949,"PGC","Peapack-Gladstone Financial Corporation","Financial","Regional - Northeast Banks","USA",615.78,17.15,34.14,-1.87%,31075
950,"PGNX","Progenics Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",410.38,,5.96,2.05%,633533
951,"PHII","PHI, Inc.","Services","Air Services, Other","USA",166.95,,11.06,-1.14%,1
952,"PHIIK","PHI, Inc.","Services","Air Services, Other","USA",138.61,,10.72,-0.28%,1579
953,"PICO","PICO Holdings, Inc.","Conglomerates","Conglomerates","USA",283.52,,12.45,1.22%,36895
954,"PKBK","Parke Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",162.30,19.40,20.95,-0.48%,704
955,"PKOH","Park-Ohio Holdings Corp.","Services","Industrial Equipment Wholesale","USA",508.40,16.94,39.95,-0.12%,13546
956,"PLAB","Photronics, Inc.","Technology","Semiconductor Equipment & Materials","USA",552.10,31.10,7.72,0.98%,94851
957,"PLBC","Plumas Bancorp","Financial","Regional - Pacific Banks","USA",121.76,15.44,24.00,-1.64%,1
958,"PLCE","The Children's Place, Inc.","Services","Apparel Stores","USA",2541.19,20.51,146.85,1.59%,48788
959,"PLPC","Preformed Line Products Company","Industrial Goods","Industrial Electrical Equipment","USA",317.72,18.25,62.57,3.00%,4507
960,"PLUG","Plug Power Inc.","Technology","Diversified Electronics","USA",449.74,,1.88,-5.28%,2577575
961,"PLUS","ePlus inc.","Technology","Application Software","USA",1100.18,18.79,77.85,-2.14%,89634
962,"PLXS","Plexus Corp.","Technology","Printed Circuit Boards","USA",2026.53,,61.08,1.51%,30484
963,"PMBC","Pacific Mercantile Bancorp","Financial","Regional - Pacific Banks","USA",191.28,18.19,8.30,1.84%,953
964,"PMD","Psychemedics Corporation","Healthcare","Medical Laboratories & Research","USA",113.57,19.03,21.08,0.05%,1750
965,"PNFP","Pinnacle Financial Partners, Inc.","Financial","Regional - Southeast Banks","USA",5032.51,23.76,66.20,-0.53%,177176
966,"PNK","Pinnacle Entertainment, Inc.","Services","Resorts & Casinos","USA",1744.25,60.56,30.28,-0.20%,157968
967,"PNNT","PennantPark Investment Corporation","Financial","Asset Management","USA",498.83,10.13,7.17,0.70%,136186
968,"PNRG","PrimeEnergy Corporation","Basic Materials","Independent Oil & Gas","USA",113.93,9.89,53.23,1.39%,184
969,"PODD","Insulet Corporation","Healthcare","Medical Instruments & Supplies","USA",4524.47,,81.83,5.26%,737060
970,"POOL","Pool Corporation","Consumer Goods","Sporting Goods","USA",5676.26,34.11,140.46,-2.21%,105362
971,"POPE","Pope Resources, A Delaware Limited Partnership","Industrial Goods","Lumber, Wood Production","USA",300.14,30.81,68.33,1.08%,102
972,"POWI","Power Integrations, Inc.","Technology","Semiconductor - Integrated Circuits","USA",1942.25,73.32,66.05,0.76%,45325
973,"POWL","Powell Industries, Inc.","Industrial Goods","Diversified Machinery","USA",312.86,,27.81,1.42%,59105
974,"PPBI","Pacific Premier Bancorp, Inc.","Financial","Regional - Pacific Banks","USA",1931.92,27.19,42.20,0.00%,72371
975,"PPC","Pilgrim's Pride Corporation","Consumer Goods","Food - Major Diversified","USA",6184.00,8.91,24.89,0.12%,655800
976,"PRAA","PRA Group, Inc.","Services","Business Services","USA",1594.07,28.06,36.50,4.14%,256325
977,"PRCP","Perceptron, Inc.","Technology","Scientific & Technical Instruments","USA",86.48,55.54,9.19,-0.33%,1336
978,"PRFT","Perficient, Inc.","Technology","Information Technology Services","USA",678.47,42.55,19.48,-1.12%,110913
979,"PRGS","Progress Software Corporation","Technology","Application Software","USA",2282.52,63.17,48.77,-0.39%,232043
980,"PRGX","PRGX Global, Inc.","Services","Business Services","USA",170.98,,7.49,-1.38%,1903
981,"PRKR","ParkerVision, Inc.","Technology","Semiconductor - Integrated Circuits","USA",18.09,,0.90,-2.38%,85215
982,"PROV","Provident Financial Holdings, Inc.","Financial","Savings & Loans","USA",139.48,140.62,18.44,0.90%,1524
983,"PRPH","ProPhase Labs, Inc.","Healthcare","Drug Related Products","USA",28.81,3.01,2.38,0.56%,23176
984,"PRSC","The Providence Service Corporation","Healthcare","Specialized Health Services","USA",838.64,,64.89,1.98%,36868
985,"PRTS","U.S. Auto Parts Network, Inc.","Services","Specialty Retail, Other","USA",79.97,3.33,2.18,-2.68%,3192
986,"PSDV","pSivida Corp.","Healthcare","Drugs - Generic","USA",48.85,,1.11,1.70%,100982
987,"PSEC","Prospect Capital Corporation","Financial","Asset Management","USA",2393.46,11.85,6.71,-0.15%,676491
988,"PSMT","PriceSmart, Inc.","Services","Discount, Variety Stores","USA",2332.87,27.23,79.20,0.25%,70165
989,"PTC","PTC Inc.","Technology","Technical & System Software","USA",8464.16,300.87,73.12,0.43%,187192
990,"PTEN","Patterson-UTI Energy, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",4058.99,,19.12,6.64%,2286982
991,"PTIE","Pain Therapeutics, Inc.","Healthcare","Biotechnology","USA",40.89,,6.12,-0.22%,11031
992,"PTSI","P.A.M. Transportation Services, Inc.","Services","Trucking","USA",229.32,28.91,36.04,-0.99%,15273
993,"PTX","Pernix Therapeutics Holdings, Inc.","Healthcare","Drug Manufacturers - Other","USA",28.65,,2.49,-0.40%,43796
994,"PWOD","Penns Woods Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",193.41,19.89,40.95,-0.49%,435
995,"PXLW","Pixelworks, Inc.","Technology","Semiconductor - Integrated Circuits","USA",166.54,,4.30,4.88%,302994
996,"PYDS","Payment Data Systems, Inc.","Services","Business Services","USA",27.77,,1.64,-3.50%,94083
997,"PZZA","Papa John's International, Inc.","Services","Specialty Eateries","USA",2073.03,19.65,56.66,-0.46%,223452
998,"QADB","QAD Inc.","Technology","Application Software","USA",104.88,,32.75,0.46%,103
999,"QBAK","Qualstar Corporation","Technology","Diversified Electronics","USA",25.41,,12.67,0.72%,57727
1000,"QCOM","QUALCOMM Incorporated","Technology","Communication Equipment","USA",94477.41,,63.10,-0.47%,4842313
1001,"QCRH","QCR Holdings, Inc.","Financial","Regional - Southwest  Banks","USA",609.26,17.13,44.40,-0.67%,16216
1002,"QDEL","Quidel Corporation","Healthcare","Diagnostic Substances","USA",1551.49,,43.61,-6.03%,524732
1003,"QSII","Quality Systems, Inc.","Technology","Healthcare Information Services","USA",800.80,40.85,12.54,0.64%,62707
1004,"QUIK","QuickLogic Corporation","Technology","Semiconductor - Integrated Circuits","USA",133.15,,1.70,1.80%,138431
1005,"QUMU","Qumu Corporation","Technology","Computer Peripherals","USA",17.21,,1.72,-1.15%,3496
1006,"QVCA","QVC Group","Services","Catalog & Mail Order Houses","USA",16870.66,25.42,28.43,0.98%,938578
1007,"RAIL","FreightCar America, Inc.","Services","Railroads","USA",202.07,,16.90,3.87%,71267
1008,"RAND","Rand Capital Corporation","Financial","Asset Management","USA",16.45,,2.58,-0.38%,5600
1009,"RAVE","RAVE Restaurant Group, Inc.","Services","Restaurants","USA",24.08,,1.68,-1.10%,7928
1010,"RAVN","Raven Industries, Inc.","Industrial Goods","Diversified Machinery","USA",1267.65,34.83,35.70,0.99%,22596
1011,"RBCAA","Republic Bancorp, Inc.","Financial","Regional - Southeast Banks","USA",802.97,18.22,38.92,-1.22%,9555
1012,"RBCN","Rubicon Technology, Inc.","Technology","Semiconductor Equipment & Materials","USA",19.16,,7.03,0.15%,390
1013,"RCII","Rent-A-Center, Inc.","Services","Rental & Leasing Services","USA",464.87,,8.34,-1.65%,992103
1014,"RCKY","Rocky Brands, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",134.83,29.49,17.50,-3.05%,24171
1015,"RCMT","RCM Technologies, Inc.","Services","Staffing & Outsourcing Services","USA",76.23,50.31,6.41,0.31%,5421
1016,"RDI","Reading International, Inc.","Services","Movie Production, Theaters","USA",384.40,15.67,16.08,0.22%,20628
1017,"RDNT","RadNet, Inc.","Healthcare","Medical Laboratories & Research","USA",480.91,43.38,10.15,0.00%,20954
1018,"RECN","Resources Connection, Inc.","Services","Staffing & Outsourcing Services","USA",490.87,27.47,16.00,0.95%,17509
1019,"REFR","Research Frontiers Incorporated","Industrial Goods","Industrial Electrical Equipment","USA",20.17,,0.90,-0.12%,27581
1020,"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",34218.05,30.76,317.85,0.11%,457992
1021,"REIS","Reis, Inc.","Services","Business Services","USA",219.23,192.35,18.90,0.27%,1530
1022,"RELL","Richardson Electronics, Ltd.","Services","Electronics Wholesale","USA",104.21,,8.14,0.37%,3903
1023,"RELV","Reliv' International, Inc.","Consumer Goods","Food - Major Diversified","USA",10.29,,5.40,0.19%,1038
1024,"REXX","Rex Energy Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",10.92,,1.10,9.01%,700596
1025,"RFIL","RF Industries, Ltd.","Technology","Diversified Electronics","USA",28.74,113.79,3.30,0.00%,6873
1026,"RGCO","RGC Resources, Inc.","Utilities","Gas Utilities","USA",170.33,27.86,23.69,-1.26%,1951
1027,"RGEN","Repligen Corporation","Healthcare","Biotechnology","USA",1416.20,55.29,35.25,8.80%,208866
1028,"RGLD","Royal Gold, Inc.","Basic Materials","Gold","USA",5427.85,93.46,82.95,0.74%,138583
1029,"RIBT","RiceBran Technologies","Consumer Goods","Food - Major Diversified","USA",24.68,,1.45,0.00%,32996
1030,"RICK","RCI Hospitality Holdings, Inc.","Services","Restaurants","USA",281.77,25.60,28.87,-0.10%,3685
1031,"RIGL","Rigel Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",565.15,,3.79,0.26%,364861
1032,"RILY","B. Riley Financial, Inc.","Financial","Asset Management","USA",497.64,12.43,18.75,-0.27%,6109
1033,"RMBS","Rambus Inc.","Technology","Semiconductor- Memory Chips","USA",1389.99,,12.51,0.00%,240364
1034,"RMCF","Rocky Mountain Chocolate Factory, Inc.","Consumer Goods","Confectioners","USA",73.22,23.02,12.23,-1.45%,6254
1035,"RMTI","Rockwell Medical, Inc.","Healthcare","Drug Manufacturers - Major","USA",298.12,,5.75,0.70%,96537
1036,"RNST","Renasant Corporation","Financial","Money Center Banks","USA",2104.16,21.65,42.48,-0.62%,33624
1037,"RNWK","RealNetworks, Inc.","Technology","Multimedia & Graphics Software","USA",107.95,,2.81,1.08%,2979
1038,"ROCK","Gibraltar Industries, Inc.","Basic Materials","Steel & Iron","USA",1006.57,34.14,36.50,14.96%,331298
1039,"ROLL","RBC Bearings Incorporated","Industrial Goods","Machine Tools & Accessories","USA",2983.43,36.52,125.17,1.24%,22598
1040,"ROST","Ross Stores, Inc.","Services","Apparel Stores","USA",29924.61,24.88,79.02,1.46%,525840
1041,"RRGB","Red Robin Gourmet Burgers, Inc.","Services","Restaurants","USA",698.49,54.75,52.90,0.95%,168855
1042,"RSYS","RadiSys Corporation","Technology","Computer Based Systems","USA",40.39,,0.91,-7.76%,734304
1043,"RTIX","RTI Surgical, Inc.","Healthcare","Medical Appliances & Equipment","USA",270.77,,4.50,0.00%,40676
1044,"RUSHA","Rush Enterprises, Inc.","Services","Auto Dealerships","USA",1614.42,6.55,40.28,-0.06%,231392
1045,"RUSHB","Rush Enterprises, Inc.","Services","Auto Dealerships","USA",328.36,19.81,38.82,1.38%,5592
1046,"RUTH","Ruth's Hospitality Group, Inc.","Services","Restaurants","USA",765.60,24.90,24.15,0.62%,130556
1047,"RVLT","Revolution Lighting Technologies, Inc.","Technology","Diversified Electronics","USA",68.86,,3.30,0.30%,84113
1048,"RVSB","Riverview Bancorp, Inc.","Financial","Savings & Loans","USA",200.88,22.00,9.02,0.01%,4795
1049,"SAFM","Sanderson Farms, Inc.","Consumer Goods","Food - Major Diversified","USA",2882.56,10.41,121.86,-4.80%,420178
1050,"SAFT","Safety Insurance Group, Inc.","Financial","Property & Casualty Insurance","USA",1121.15,17.89,74.85,0.94%,8741
1051,"SAIA","Saia, Inc.","Services","Trucking","USA",1859.64,20.87,73.40,0.75%,37464
1052,"SAL","Salisbury Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",133.99,20.97,48.00,2.45%,14
1053,"SALM","Salem Media Group, Inc.","Services","Broadcasting - Radio","USA",122.22,23.75,4.64,-2.40%,10280
1054,"SANM","Sanmina Corporation","Technology","Diversified Electronics","USA",1944.65,17.83,26.88,0.84%,118789
1055,"SASR","Sandy Spring Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",919.41,17.63,39.01,0.52%,69606
1056,"SATS","EchoStar Corporation","Technology","Communication Equipment","USA",5667.79,51.15,58.25,-2.67%,108045
1057,"SBAC","SBA Communications Corporation","Technology","Diversified Communication Services","USA",19685.73,203.48,173.20,2.18%,396943
1058,"SBBX","Sussex Bancorp","Financial","Regional - Northeast Banks","USA",175.21,26.83,29.70,1.54%,1219
1059,"SBCF","Seacoast Banking Corporation of Florida","Financial","Regional - Mid-Atlantic Banks","USA",1184.90,27.99,27.25,-0.76%,253830
1060,"SBFG","SB Financial Group, Inc.","Financial","Regional - Midwest Banks","USA",69.69,11.94,19.25,1.37%,15773
1061,"SBGI","Sinclair Broadcast Group, Inc.","Services","Broadcasting - TV","USA",3821.04,13.75,35.65,-2.60%,586929
1062,"SBNY","Signature Bank","Financial","Regional - Mid-Atlantic Banks","USA",8382.37,21.40,152.12,-0.41%,82032
1063,"SBRA","Sabra Health Care REIT, Inc.","Financial","REIT - Healthcare Facilities","USA",2864.64,21.27,17.42,5.26%,1577044
1064,"SBSI","Southside Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",1005.11,18.99,34.44,-0.29%,81787
1065,"SBUX","Starbucks Corporation","Services","Specialty Eateries","USA",78993.85,18.84,55.49,-1.09%,4847090
1066,"SCHL","Scholastic Corporation","Services","Publishing - Books","USA",1312.97,81.79,37.52,0.16%,16586
1067,"SCHN","Schnitzer Steel Industries, Inc.","Basic Materials","Steel & Iron","USA",917.61,15.47,35.10,0.14%,85821
1068,"SCKT","Socket Mobile, Inc.","Technology","Computer Peripherals","USA",28.54,2.19,3.78,0.27%,14624
