"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
592,"HTLD","Heartland Express, Inc.","Services","Trucking","USA",1648.74,22.01,20.21,1.81%,159748
593,"HTLF","Heartland Financial USA, Inc.","Financial","Regional - Southwest  Banks","USA",1584.28,20.13,53.40,-0.47%,15534
594,"HUBG","Hub Group, Inc.","Services","Air Delivery & Freight Services","USA",1534.41,10.99,45.10,1.46%,45337
595,"HURC","Hurco Companies, Inc.","Technology","Scientific & Technical Instruments","USA",290.68,19.35,43.00,-1.04%,6212
596,"HURN","Huron Consulting Group Inc.","Services","Management Services","USA",891.16,,41.80,1.46%,12721
597,"HWBK","Hawthorn Bancshares, Inc.","Financial","Regional - Northeast Banks","USA",116.93,35.37,20.85,1.46%,207
598,"HWCC","Houston Wire & Cable Company","Services","Industrial Equipment Wholesale","USA",118.81,,7.47,2.40%,9407
599,"HWKN","Hawkins, Inc.","Basic Materials","Specialty Chemicals","USA",369.84,19.10,34.95,1.30%,18279
600,"IAC","IAC/InterActiveCorp","Technology","Internet Information Providers","USA",12326.76,42.73,150.76,-0.31%,310348
601,"IART","Integra LifeSciences Holdings Corporation","Healthcare","Medical Instruments & Supplies","USA",4029.09,85.52,53.06,1.70%,116867
602,"IBKC","IBERIABANK Corporation","Financial","Regional - Southeast Banks","USA",4495.44,33.40,83.55,-0.77%,54415
603,"IBKR","Interactive Brokers Group, Inc.","Financial","Investment Brokerage - National","USA",28411.02,30.40,68.26,-0.34%,181720
604,"IBOC","International Bancshares Corporation","Financial","Regional - Southwest  Banks","USA",2685.90,18.48,40.45,-1.10%,20192
605,"ICAD","iCAD, Inc.","Technology","Technical & System Software","USA",52.77,,3.23,-1.79%,9629
606,"ICCC","ImmuCell Corporation","Healthcare","Biotechnology","USA",36.47,,7.26,0.14%,167
607,"ICFI","ICF International, Inc.","Services","Management Services","USA",1071.05,22.60,57.25,0.70%,38090
608,"ICON","Iconix Brand Group, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",82.62,,1.50,0.34%,802997
609,"ICUI","ICU Medical, Inc.","Healthcare","Medical Instruments & Supplies","USA",4658.85,148.37,229.05,0.84%,14574
610,"IDCC","InterDigital, Inc.","Technology","Wireless Communications","USA",2697.09,10.57,71.13,-7.15%,586552
611,"IDRA","Idera Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",366.41,,1.84,-3.16%,1037867
612,"IDSA","Industrial Services of America, Inc.","Industrial Goods","Waste Management","USA",16.34,,2.16,-4.54%,7235
613,"IDSY","I.D. Systems, Inc.","Technology","Communication Equipment","USA",131.32,,7.40,-4.15%,18612
614,"IDTI","Integrated Device Technology, Inc.","Technology","Semiconductor - Broad Line","USA",3823.25,,29.30,0.93%,243053
615,"IDXG","Interpace Diagnostics Group, Inc.","Services","Business Services","USA",25.33,0.31,1.04,11.39%,1802035
616,"IDXX","IDEXX Laboratories, Inc.","Healthcare","Diagnostic Substances","USA",15953.12,62.65,185.98,1.11%,352426
617,"IEP","Icahn Enterprises L.P.","Conglomerates","Conglomerates","USA",9472.50,4.88,56.69,0.76%,20157
618,"IESC","IES Holdings, Inc.","Industrial Goods","General Contractors","USA",336.07,,16.10,1.90%,11644
619,"III","Information Services Group, Inc.","Services","Management Services","USA",186.21,,4.24,-0.70%,58422
620,"IIIN","Insteel Industries, Inc.","Basic Materials","Steel & Iron","USA",555.92,21.89,30.07,0.77%,46125
621,"IIN","IntriCon Corporation","Industrial Goods","Industrial Electrical Equipment","USA",134.30,93.16,19.58,-0.89%,15778
622,"IIVI","II-VI Incorporated","Technology","Scientific & Technical Instruments","USA",2388.33,28.65,37.80,-0.13%,316986
623,"IKNX","IKONICS Corporation","Basic Materials","Specialty Chemicals","USA",16.28,,9.52,16.38%,102
624,"ILMN","Illumina, Inc.","Healthcare","Biotechnology","USA",33265.74,38.36,229.43,0.67%,184484
625,"IMGN","ImmunoGen, Inc.","Healthcare","Biotechnology","USA",1459.77,,11.03,-5.57%,2196554
626,"IMKTA","Ingles Markets, Incorporated","Services","Grocery Stores","USA",661.61,7.71,32.42,0.08%,26672
627,"IMMR","Immersion Corporation","Technology","Application Software","USA",293.99,,10.11,0.90%,293361
628,"IMMU","Immunomedics, Inc.","Healthcare","Biotechnology","USA",2432.59,,16.50,0.70%,450885
629,"IMMY","Imprimis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",34.39,,1.71,1.18%,60393
630,"INAP","Internap Corporation","Technology","Information Technology Services","USA",292.23,,13.97,-0.85%,121236
631,"INBK","First Internet Bancorp","Financial","Regional - Midwest Banks","USA",312.11,17.22,37.40,0.54%,6101
632,"INCY","Incyte Corporation","Healthcare","Biotechnology","USA",17884.23,,85.82,1.31%,620727
633,"INDB","Independent Bank Corp.","Financial","Regional - Northeast Banks","USA",1932.67,22.57,71.75,-0.21%,12753
634,"INFI","Infinity Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",93.29,,1.85,0.27%,161362
635,"INFN","Infinera Corporation","Technology","Communication Equipment","USA",1449.58,,10.08,1.51%,402901
636,"INO","Inovio Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",372.88,,4.20,-0.47%,276942
637,"INOD","Innodata Inc.","Technology","Internet Software & Services","USA",30.12,,1.12,-1.75%,13503
638,"INSG","Inseego Corp.","Technology","Communication Equipment","USA",111.93,,1.97,0.25%,17781
639,"INSM","Insmed Incorporated","Healthcare","Biotechnology","USA",1959.84,,24.62,0.74%,318727
640,"INSY","INSYS Therapeutics, Inc.","Healthcare","Biotechnology","USA",604.58,,8.04,1.39%,198664
641,"INTC","Intel Corporation","Technology","Semiconductor - Broad Line","USA",216698.05,23.24,45.97,0.07%,8230422
642,"INTG","The InterGroup Corporation","Financial","Property Management","USA",53.56,,23.39,0.00%,0
643,"INTL","INTL FCStone Inc.","Financial","Investment Brokerage - National","USA",750.17,51.85,39.20,0.54%,46399
644,"INTU","Intuit Inc.","Technology","Application Software","USA",43695.71,45.82,172.66,-0.38%,861202
645,"INTX","Intersections Inc.","Services","Consumer Services","USA",50.63,,2.06,-6.79%,8
646,"INVA","Innoviva, Inc.","Technology","Application Software","USA",1772.50,14.60,16.33,-0.12%,159650
647,"INVE","Identiv, Inc.","Technology","Computer Peripherals","USA",55.68,,4.16,0.48%,12978
648,"INWK","InnerWorkings, Inc.","Services","Business Services","USA",488.91,21.85,9.01,1.58%,245358
649,"IONS","Ionis Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",6188.62,348.67,51.19,2.67%,357158
650,"IOSP","Innospec Inc.","Basic Materials","Specialty Chemicals","USA",1630.41,16.09,68.40,1.48%,39423
651,"IPAR","Inter Parfums, Inc.","Consumer Goods","Personal Products","USA",1342.66,32.88,44.40,2.78%,23434
652,"IPAS","iPass Inc.","Technology","Telecom Services - Foreign","USA",30.70,,0.43,-7.94%,556202
653,"IPCC","Infinity Property and Casualty Corporation","Financial","Property & Casualty Insurance","USA",1252.81,23.59,118.85,0.08%,156704
654,"IPGP","IPG Photonics Corporation","Technology","Semiconductor Equipment & Materials","USA",14388.54,36.48,241.13,-2.75%,143069
655,"IPHS","Innophos Holdings, Inc.","Basic Materials","Specialty Chemicals","USA",853.55,20.04,43.20,-1.05%,173607
656,"IPXL","Impax Laboratories, Inc.","Healthcare","Drug Manufacturers - Major","USA",1496.54,,19.95,-2.21%,351302
657,"IRBT","iRobot Corporation","Consumer Goods","Appliances","USA",1820.34,36.99,65.34,-0.61%,383214
658,"IRIX","IRIDEX Corporation","Healthcare","Medical Appliances & Equipment","USA",79.50,,7.35,4.11%,2607
659,"ISBC","Investors Bancorp, Inc.","Financial","Savings & Loans","USA",4209.78,32.08,13.89,-0.04%,738579
660,"ISCA","International Speedway Corporation","Services","Sporting Activities","USA",1991.60,18.41,45.60,-0.65%,20130
661,"ISIG","Insignia Systems, Inc.","Services","Marketing Services","USA",14.40,,1.27,2.41%,13225
662,"ISNS","Image Sensing Systems, Inc.","Technology","Application Software","USA",14.76,20.71,2.81,-0.11%,5944
663,"ISRG","Intuitive Surgical, Inc.","Healthcare","Medical Appliances & Equipment","USA",46962.97,73.34,421.98,1.30%,279260
664,"ISRL","Isramco, Inc.","Basic Materials","Independent Oil & Gas","USA",295.92,25.07,105.10,-2.69%,69
665,"ISSC","Innovative Solutions and Support, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",56.96,11.96,3.21,-0.93%,1505
666,"ITI","Iteris, Inc.","Technology","Communication Equipment","USA",181.28,,5.37,-2.01%,153215
667,"ITIC","Investors Title Company","Financial","Surety & Title Insurance","USA",362.99,14.16,193.67,0.84%,194
668,"ITRI","Itron, Inc.","Technology","Scientific & Technical Instruments","USA",2668.23,40.33,69.40,0.58%,28465
669,"ITUS","ITUS Corporation","Services","Business Services","USA",57.50,,3.33,4.06%,168093
670,"IVAC","Intevac, Inc.","Technology","Diversified Electronics","USA",138.44,23.85,6.13,-2.00%,63793
671,"JACK","Jack in the Box Inc.","Services","Restaurants","USA",2576.87,19.39,90.35,3.75%,849647
672,"JAKK","JAKKS Pacific, Inc.","Consumer Goods","Toys & Games","USA",66.11,,2.15,-8.51%,155787
673,"JBHT","J.B. Hunt Transport Services, Inc.","Services","Trucking","USA",13076.91,19.23,121.18,1.83%,278188
674,"JBLU","JetBlue Airways Corporation","Services","Regional Airlines","USA",6650.28,5.90,20.97,1.11%,2485212
675,"JBSS","John B. Sanfilippo & Son, Inc.","Consumer Goods","Processed & Packaged Goods","USA",671.95,21.53,58.23,-1.04%,14485
676,"JCOM","j2 Global, Inc.","Technology","Internet Software & Services","USA",3770.73,27.14,77.13,-0.08%,60318
677,"JCS","Communications Systems, Inc.","Technology","Communication Equipment","USA",30.87,,3.53,1.32%,713
678,"JCTCF","Jewett-Cameron Trading Company Ltd.","Industrial Goods","Lumber, Wood Production","USA",32.56,12.90,14.60,0.00%,0
679,"JJSF","J&J Snack Foods Corp.","Consumer Goods","Processed & Packaged Goods","USA",2531.39,25.10,134.85,-0.81%,56738
680,"JKHY","Jack Henry & Associates, Inc.","Technology","Business Software & Services","USA",9222.15,37.58,119.89,0.39%,113287
681,"JMBA","Jamba, Inc.","Services","Restaurants","USA",143.10,,9.09,-0.98%,9661
682,"JNP","Juniper Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",91.68,14.31,8.52,-0.87%,18973
683,"JOUT","Johnson Outdoors Inc.","Consumer Goods","Sporting Goods","USA",643.91,20.17,63.80,0.17%,18557
684,"JVA","Coffee Holding Co., Inc.","Consumer Goods","Processed & Packaged Goods","USA",25.50,43.76,4.40,-0.43%,14866
685,"JXSB","Jacksonville Bancorp, Inc.","Financial","Savings & Loans","USA",60.33,20.08,33.33,0.00%,0
686,"KALU","Kaiser Aluminum Corporation","Basic Materials","Aluminum","USA",1824.08,22.24,103.53,-4.31%,80492
687,"KBAL","Kimball International, Inc.","Technology","Printed Circuit Boards","USA",606.43,17.19,16.44,-0.18%,60211
688,"KCAP","KCAP Financial, Inc.","Financial","Diversified Investments","USA",115.72,50.48,3.14,0.35%,25003
689,"KELYA","Kelly Services, Inc.","Services","Staffing & Outsourcing Services","USA",1149.72,9.03,30.37,0.43%,44135
690,"KEQU","Kewaunee Scientific Corporation","Consumer Goods","Business Equipment","USA",69.57,15.83,26.71,0.97%,2272
691,"KERX","Keryx Biopharmaceuticals, Inc.","Healthcare","Biotechnology","USA",591.20,,5.05,1.00%,487234
692,"KFFB","Kentucky First Federal Bancorp","Financial","Savings & Loans","USA",73.40,46.42,8.50,0.06%,84
693,"KFRC","Kforce Inc.","Services","Staffing & Outsourcing Services","USA",746.45,21.61,28.00,-0.71%,62873
694,"KINS","Kingstone Companies, Inc.","Financial","Property & Casualty Insurance","USA",212.10,19.94,20.05,-0.74%,4214
695,"KIRK","Kirkland's, Inc.","Services","Home Furnishing Stores","USA",133.88,23.46,8.81,-0.96%,137054
696,"KLAC","KLA-Tencor Corporation","Technology","Semiconductor Equipment & Materials","USA",17392.57,15.73,109.30,-0.34%,722909
697,"KONA","Kona Grill, Inc.","Services","Restaurants","USA",20.62,,2.05,-2.38%,5107
698,"KOOL","Cesca Therapeutics Inc.","Healthcare","Medical Appliances & Equipment","USA",29.51,,2.85,1.79%,3925
699,"KOPN","Kopin Corporation","Technology","Semiconductor - Broad Line","USA",251.04,,3.29,1.54%,155125
700,"KOSS","Koss Corporation","Consumer Goods","Electronic Equipment","USA",15.18,,1.98,-1.00%,480
701,"KRNY","Kearny Financial Corp.","Financial","Savings & Loans","USA",1036.86,71.74,13.27,0.57%,76382
702,"KTCC","Key Tronic Corporation","Technology","Computer Peripherals","USA",76.43,31.14,7.18,0.70%,10911
703,"KTEC","Key Technology, Inc.","Industrial Goods","Diversified Machinery","USA",173.28,42.93,26.68,-0.07%,3619
704,"KTOS","Kratos Defense & Security Solutions, Inc.","Services","Security & Protection Services","USA",1260.39,,12.41,-0.88%,544195
705,"KVHI","KVH Industries, Inc.","Technology","Communication Equipment","USA",173.67,,10.15,-1.93%,50425
706,"LABL","Multi-Color Corporation","Services","Business Services","USA",1342.90,17.37,65.60,0.92%,26895
707,"LAKE","Lakeland Industries, Inc.","Healthcare","Medical Instruments & Supplies","USA",105.93,15.36,12.95,0.00%,6577
708,"LAMR","Lamar Advertising Company (REIT)","Financial","REIT - Diversified","USA",6636.93,21.48,69.16,1.87%,251565
709,"LANC","Lancaster Colony Corporation","Consumer Goods","Food - Major Diversified","USA",3276.35,27.70,120.28,0.96%,20716
710,"LARK","Landmark Bancorp, Inc.","Financial","Regional - Southwest  Banks","USA",116.39,27.69,29.00,0.42%,4
711,"LAWS","Lawson Products, Inc.","Services","Industrial Equipment Wholesale","USA",216.58,46.67,24.92,4.69%,703
712,"LAYN","Layne Christensen Company","Industrial Goods","Heavy Construction","USA",319.11,,16.36,1.93%,242223
713,"LBAI","Lakeland Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",933.13,19.11,19.95,-0.50%,36858
714,"LCNB","LCNB Corp.","Financial","Regional - Mid-Atlantic Banks","USA",192.91,14.88,18.67,-2.23%,7042
715,"LCUT","Lifetime Brands, Inc.","Consumer Goods","Housewares & Accessories","USA",232.72,14.86,15.50,-0.96%,9620
716,"LECO","Lincoln Electric Holdings, Inc.","Industrial Goods","Small Tools & Accessories","USA",6105.92,21.89,92.17,1.62%,203389
717,"LFUS","Littelfuse, Inc.","Services","Electronics Wholesale","USA",5192.11,40.20,210.85,1.00%,31445
718,"LFVN","Lifevantage Corporation","Consumer Goods","Personal Products","USA",58.44,43.96,4.16,4.00%,10631
719,"LGCY","Legacy Reserves LP","Basic Materials","Independent Oil & Gas","USA",205.97,,3.17,9.69%,864936
720,"LGND","Ligand Pharmaceuticals Incorporated","Healthcare","Biotechnology","USA",3300.34,226.58,153.66,-1.71%,102627
721,"LHCG","LHC Group, Inc.","Healthcare","Home Health Care","USA",1164.89,27.60,63.33,-1.10%,112623
722,"LINC","Lincoln Educational Services Corporation","Services","Education & Training Services","USA",38.68,,1.52,0.03%,1163
723,"LION","Fidelity Southern Corporation","Financial","Regional - Mid-Atlantic Banks","USA",616.44,16.07,23.87,-0.25%,23507
724,"LIVE","Live Ventures Incorporated","Technology","Internet Information Providers","USA",25.77,7.97,13.26,-1.18%,26157
725,"LKFN","Lakeland Financial Corporation","Financial","Regional - Midwest Banks","USA",1187.27,21.25,47.30,-0.44%,23753
726,"LKQ","LKQ Corporation","Consumer Goods","Auto Parts","USA",12849.88,26.20,40.27,-3.15%,1756011
727,"LLNW","Limelight Networks, Inc.","Technology","Internet Information Providers","USA",421.34,,3.87,0.52%,214089
728,"LMAT","LeMaitre Vascular, Inc.","Healthcare","Medical Instruments & Supplies","USA",678.28,46.70,37.24,2.50%,106240
729,"LMNR","Limoneira Company","Consumer Goods","Farm Products","USA",314.30,53.38,21.15,1.36%,1086
730,"LMNX","Luminex Corporation","Healthcare","Medical Instruments & Supplies","USA",896.55,29.81,20.46,0.64%,96170
731,"LNCE","Snyder's-Lance, Inc.","Consumer Goods","Processed & Packaged Goods","USA",4864.25,,49.90,0.00%,659191
732,"LNDC","Landec Corporation","Consumer Goods","Farm Products","USA",357.91,43.20,13.25,-0.75%,7886
733,"LOAN","Manhattan Bridge Capital, Inc.","Financial","Credit Services","USA",49.47,15.06,6.15,0.82%,5860
734,"LORL","Loral Space & Communications Inc.","Technology","Communication Equipment","USA",970.52,17.29,45.30,-0.44%,6185
735,"LPNT","LifePoint Health, Inc.","Healthcare","Hospitals","USA",1921.77,11.63,50.30,2.44%,165300
736,"LPSN","LivePerson, Inc.","Technology","Business Software & Services","USA",857.70,,14.48,0.87%,240192
737,"LPTH","LightPath Technologies, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",54.41,6.90,2.18,0.00%,89376
738,"LQDT","Liquidity Services, Inc.","Services","Catalog & Mail Order Houses","USA",233.09,,7.30,0.69%,49221
739,"LRAD","LRAD Corporation","Technology","Scientific & Technical Instruments","USA",75.38,,2.29,-2.97%,17470
740,"LRCX","Lam Research Corporation","Technology","Semiconductor Equipment & Materials","USA",30473.60,64.65,188.53,-0.37%,869629
741,"LSBK","Lake Shore Bancorp, Inc.","Financial","Savings & Loans","USA",101.21,29.73,16.35,0.00%,227
742,"LSCC","Lattice Semiconductor Corporation","Technology","Semiconductor - Specialized","USA",696.82,,5.70,0.09%,776695
743,"LSTR","Landstar System, Inc.","Services","Trucking","USA",4635.25,26.25,111.00,0.36%,56477
744,"LTBR","Lightbridge Corporation","Basic Materials","Synthetics","USA",23.22,,1.48,-1.33%,515799
745,"LTRX","Lantronix, Inc.","Technology","Networking & Communication Devices","USA",38.78,,2.28,2.70%,164902
746,"LTXB","LegacyTexas Financial Group, Inc.","Financial","Regional - Southwest Banks","USA",2085.64,23.06,43.42,-0.55%,58985
747,"LUNA","Luna Innovations Incorporated","Technology","Scientific & Technical Instruments","USA",68.45,,2.42,0.83%,28496
748,"LWAY","Lifeway Foods, Inc.","Consumer Goods","Food - Major Diversified","USA",115.03,60.43,7.04,0.43%,3872
749,"LXRX","Lexicon Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",869.28,,8.79,7.72%,481477
750,"LYTS","LSI Industries Inc.","Industrial Goods","Industrial Electrical Equipment","USA",212.05,,8.25,-0.36%,20674
751,"MAMS","MAM Software Group, Inc.","Technology","Business Software & Services","USA",94.53,18.30,7.55,0.40%,909
752,"MANH","Manhattan Associates, Inc.","Technology","Application Software","USA",2948.55,25.08,42.05,-0.07%,308041
753,"MANT","ManTech International Corporation","Technology","Security Software & Services","USA",2085.28,35.14,60.78,13.35%,335564
754,"MAR","Marriott International, Inc.","Services","Lodging","USA",52799.19,27.65,141.49,-0.33%,1044989
755,"MARK","Remark Holdings, Inc.","Technology","Internet Information Providers","USA",196.72,,6.77,-1.88%,579699
756,"MASI","Masimo Corporation","Healthcare","Medical Appliances & Equipment","USA",4375.04,13.53,85.24,-0.19%,164358
757,"MAT","Mattel, Inc.","Consumer Goods","Toys & Games","USA",5995.30,,16.86,-0.92%,1757325
758,"MATR","Mattersight Corporation","Technology","Application Software","USA",82.94,,2.35,-2.08%,12629
759,"MATW","Matthews International Corporation","Services","Personal Services","USA",1662.57,16.78,52.55,0.67%,19639
760,"MBFI","MB Financial, Inc.","Financial","Regional - Midwest Banks","USA",3500.75,12.01,41.96,0.14%,162070
761,"MBTF","MBT Financial Corp.","Financial","Regional - Northeast Banks","USA",239.65,16.24,10.60,0.71%,5608
762,"MBVX","MabVax Therapeutics Holdings, Inc.","Healthcare","Biotechnology","USA",46.88,,2.14,4.85%,47463
763,"MBWM","Mercantile Bank Corporation","Financial","Regional - Midwest Banks","USA",571.51,18.18,34.32,-0.44%,8668
764,"MCBC","Macatawa Bank Corporation","Financial","Regional - Midwest Banks","USA",339.15,20.92,10.05,0.10%,10958
765,"MCHP","Microchip Technology Incorporated","Technology","Semiconductor - Broad Line","USA",19502.60,86.31,84.77,0.74%,935814
766,"MCHX","Marchex, Inc.","Services","Marketing Services","USA",153.81,,3.23,-2.12%,72227
767,"MCRI","Monarch Casino & Resort, Inc.","Services","Resorts & Casinos","USA",742.96,27.82,42.57,0.61%,44202
768,"MDCO","The Medicines Company","Healthcare","Drugs - Generic","USA",2247.87,,31.40,-0.70%,989592
769,"MDGL","Madrigal Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1881.18,,135.57,-0.41%,56356
770,"MDLZ","Mondelez International, Inc.","Consumer Goods","Confectioners","USA",64789.22,22.81,43.69,0.16%,4311237
771,"MDRX","Allscripts Healthcare Solutions, Inc.","Technology","Application Software","USA",2630.95,,13.70,0.96%,1138326
772,"MDXG","MiMedx Group, Inc.","Healthcare","Medical Appliances & Equipment","USA",1071.52,29.77,8.95,-1.10%,2412212
773,"MEET","The Meet Group, Inc.","Technology","Internet Information Providers","USA",193.83,13.47,2.67,-1.88%,300945
774,"MEIP","MEI Pharma, Inc.","Healthcare","Drug Manufacturers - Other","USA",76.15,,2.15,2.38%,25820
775,"MFIN","Medallion Financial Corp.","Financial","Credit Services","USA",106.21,26.93,4.34,-2.91%,13288
776,"MFNC","Mackinac Financial Corporation","Financial","Regional - Southwest  Banks","USA",101.57,18.64,16.28,0.49%,773
777,"MFSF","MutualFirst Financial, Inc.","Financial","Regional - Midwest Banks","USA",260.40,21.32,35.70,2.00%,673
778,"MGEE","MGE Energy, Inc.","Utilities","Diversified Utilities","USA",1891.14,24.90,55.10,1.01%,49568
779,"MGI","MoneyGram International, Inc.","Financial","Credit Services","USA",623.57,25.00,11.41,0.53%,187808
780,"MGLN","Magellan Health, Inc.","Healthcare","Health Care Plans","USA",2280.82,25.51,96.75,0.36%,20811
781,"MGPI","MGP Ingredients, Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",1431.60,38.88,85.85,1.47%,61598
782,"MGRC","McGrath Rentcorp","Services","Rental & Leasing Services","USA",1152.24,25.25,48.13,0.22%,21792
783,"MGYR","Magyar Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",71.56,50.45,12.35,-0.08%,409
784,"MIDD","The Middleby Corporation","Industrial Goods","Diversified Machinery","USA",7325.22,24.98,133.74,0.61%,86741
785,"MIND","Mitcham Industries, Inc.","Technology","Scientific & Technical Instruments","USA",41.79,,3.42,0.50%,1405
786,"MINI","Mobile Mini, Inc.","Consumer Goods","Packaging & Containers","USA",1914.75,15.46,43.00,1.06%,44379
787,"MITK","Mitek Systems, Inc.","Technology","Application Software","USA",265.41,21.81,7.82,-0.32%,66544
788,"MKSI","MKS Instruments, Inc.","Technology","Scientific & Technical Instruments","USA",6150.80,18.22,113.35,1.02%,189956
789,"MKTX","MarketAxess Holdings Inc.","Financial","Investment Brokerage - National","USA",7487.77,48.08,201.99,0.00%,85416
790,"MLAB","Mesa Laboratories, Inc.","Healthcare","Medical Instruments & Supplies","USA",523.91,,140.99,2.53%,6434
791,"MLHR","Herman Miller, Inc.","Consumer Goods","Business Equipment","USA",2255.44,18.37,37.38,0.47%,81160
792,"MLNK","ModusLink Global Solutions, Inc.","Services","Air Delivery & Freight Services","USA",138.32,,2.45,0.82%,62432
793,"MMAC","MMA Capital Management, LLC","Financial","Mortgage Investment","USA",158.02,6.26,27.55,0.07%,4974
794,"MMLP","Martin Midstream Partners L.P.","Basic Materials","Oil & Gas Pipelines","USA",632.21,35.83,14.67,-8.61%,457213
795,"MMSI","Merit Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",2261.32,76.04,46.15,0.65%,98292
796,"MNKD","MannKind Corporation","Healthcare","Biotechnology","USA",310.72,,2.91,5.43%,2803105
797,"MNOV","MediciNova, Inc.","Healthcare","Biotechnology","USA",380.58,,10.67,0.57%,54810
798,"MNRO","Monro, Inc.","Consumer Goods","Auto Parts","USA",1703.61,28.23,52.50,1.45%,145996
799,"MNST","Monster Beverage Corporation","Consumer Goods","Beverages - Soft Drinks","USA",36741.50,47.56,65.21,0.30%,1194695
800,"MNTA","Momenta Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",1252.74,,17.15,4.89%,767706
801,"MNTX","Manitex International, Inc.","Industrial Goods","Diversified Machinery","USA",184.20,,10.96,-1.70%,10149
802,"MOFG","MidWestOne Financial Group, Inc.","Financial","Regional - Southwest  Banks","USA",389.45,20.55,31.75,-1.03%,13553
803,"MORN","Morningstar, Inc.","Technology","Information & Delivery Services","USA",4039.02,24.46,95.65,0.22%,31560
804,"MOSY","MoSys, Inc.","Technology","Semiconductor - Integrated Circuits","USA",12.07,,1.53,0.70%,80976
805,"MPAA","Motorcar Parts of America, Inc.","Consumer Goods","Auto Parts","USA",442.85,25.79,22.10,-0.94%,76287
806,"MPB","Mid Penn Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",132.75,19.31,32.30,0.00%,0
807,"MPWR","Monolithic Power Systems, Inc.","Technology","Semiconductor - Specialized","USA",4829.34,78.21,116.97,-0.16%,65706
808,"MRCY","Mercury Systems, Inc.","Technology","Computer Peripherals","USA",2197.33,50.05,46.56,1.33%,61947
809,"MRDN","Meridian Waste Solutions, Inc.","Industrial Goods","Waste Management","USA",14.27,,0.84,-12.97%,664204
810,"MRLN","Marlin Business Services Corp.","Financial","Mortgage Investment","USA",326.54,13.24,26.50,-0.75%,8361
811,"MRTN","Marten Transport, Ltd.","Services","Trucking","USA",1210.34,13.50,22.65,2.03%,121997
812,"MSBF","MSB Financial Corp.","Financial","Savings & Loans","USA",105.51,37.84,18.35,0.00%,0
813,"MSCC","Microsemi Corporation","Technology","Semiconductor - Integrated Circuits","USA",7240.89,39.78,61.56,1.02%,281675
814,"MSEX","Middlesex Water Company","Utilities","Water Utilities","USA",594.42,29.31,37.25,1.58%,12175
815,"MSFG","MainSource Financial Group, Inc.","Financial","Regional - Midwest Banks","USA",1003.87,20.52,39.64,-0.18%,20815
816,"MSFT","Microsoft Corporation","Technology","Business Software & Services","USA",710870.88,28.03,91.93,0.48%,9808348
817,"MSON","Misonix, Inc.","Healthcare","Medical Appliances & Equipment","USA",93.20,,10.25,2.50%,1460
818,"MSTR","MicroStrategy Incorporated","Technology","Application Software","USA",1568.75,90.22,138.00,0.90%,9556
819,"MTEM","Molecular Templates, Inc.","Healthcare","Biotechnology","USA",253.77,,9.38,3.53%,16987
820,"MTEX","Mannatech, Incorporated","Consumer Goods","Personal Products","USA",38.48,72.82,14.20,0.00%,116
821,"MTRX","Matrix Service Company","Basic Materials","Oil & Gas Equipment & Services","USA",415.96,,15.45,-0.64%,85336
822,"MTSC","MTS Systems Corporation","Technology","Scientific & Technical Instruments","USA",876.16,30.31,49.75,1.02%,11081
823,"MU","Micron Technology, Inc.","Technology","Semiconductor- Memory Chips","USA",50674.94,7.02,44.45,-0.20%,13863288
824,"MVIS","MicroVision, Inc.","Technology","Diversified Electronics","USA",96.69,,1.24,0.89%,138642
825,"MXIM","Maxim Integrated Products, Inc.","Technology","Semiconductor - Broad Line","USA",17367.81,27.83,61.34,-0.66%,1168220
826,"MXWL","Maxwell Technologies, Inc.","Technology","Diversified Electronics","USA",201.45,,5.65,-1.05%,117262
827,"MYGN","Myriad Genetics, Inc.","Services","Research Services","USA",2367.01,18.06,33.05,-0.78%,132356
828,"MYL","Mylan N.V.","Healthcare","Drugs - Generic","USA",21843.36,25.44,41.57,0.87%,1315093
829,"NAII","Natural Alternatives International, Inc.","Healthcare","Drug Related Products","USA",88.32,13.03,12.02,0.20%,22971
830,"NANO","Nanometrics Incorporated","Technology","Semiconductor Equipment & Materials","USA",688.51,22.91,26.44,-1.27%,179656
831,"NATH","Nathan's Famous, Inc.","Services","Restaurants","USA",276.22,94.32,66.15,-0.38%,4165
