"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
502,"GWW","W.W. Grainger, Inc.","Services","Industrial Equipment Wholesale","USA",14906.32,30.13,263.92,0.82%,277016
503,"GXP","Great Plains Energy Incorporated","Utilities","Electric Utilities","USA",6342.94,158.33,29.89,1.49%,482475
504,"HAE","Haemonetics Corporation","Healthcare","Medical Instruments & Supplies","USA",3675.59,,69.37,0.73%,336549
505,"HAL","Halliburton Company","Basic Materials","Oil & Gas Equipment & Services","USA",40638.15,124.80,47.67,2.41%,4210647
506,"HBI","Hanesbrands Inc.","Consumer Goods","Textile - Apparel Clothing","USA",7358.85,14.12,20.11,0.78%,1495290
507,"HCN","Welltower Inc.","Financial","REIT - Healthcare Facilities","USA",19773.30,47.32,54.83,1.56%,1558013
508,"HCP","HCP, Inc.","Financial","REIT - Healthcare Facilities","USA",10226.60,23.77,22.32,2.39%,1225912
509,"HD","The Home Depot, Inc.","Services","Home Improvement Stores","USA",213814.08,25.41,185.08,1.10%,2396740
510,"HE","Hawaiian Electric Industries, Inc.","Utilities","Electric Utilities","USA",3619.13,20.38,33.46,0.78%,89385
511,"HEB","Hemispherx Biopharma, Inc.","Healthcare","Biotechnology","USA",14.44,,0.48,4.03%,339805
512,"HEI","HEICO Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",7546.48,46.91,80.70,0.36%,87679
513,"HEI-A","HEICO Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",4337.13,39.92,68.53,0.26%,73647
514,"HEP","Holly Energy Partners, L.P.","Basic Materials","Oil & Gas Pipelines","USA",1999.71,20.00,30.36,-1.30%,43714
515,"HES","Hess Corporation","Basic Materials","Independent Oil & Gas","USA",14338.36,,47.11,4.16%,2332492
516,"HF","HFF, Inc.","Financial","Property Management","USA",1743.63,20.46,46.46,0.69%,52264
517,"HFC","HollyFrontier Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",7942.28,23.37,44.53,0.27%,1259299
518,"HGT","Hugoton Royalty Trust","Basic Materials","Oil & Gas Drilling & Exploration","USA",36.39,7.91,0.96,5.79%,182420
519,"HHS","Harte Hanks, Inc.","Services","Marketing Services","USA",556.06,,9.27,2.04%,2660
520,"HIG","The Hartford Financial Services Group, Inc.","Financial","Property & Casualty Insurance","USA",19358.88,,53.98,0.06%,557320
521,"HIL","Hill International, Inc.","Services","Management Services","USA",285.38,,5.55,0.00%,14467
522,"HIW","Highwoods Properties, Inc.","Financial","REIT - Office","USA",4395.87,24.81,43.67,1.74%,197262
523,"HK","Halcon Resources Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",1017.87,1.65,6.84,3.48%,889988
524,"HL","Hecla Mining Company","Basic Materials","Silver","USA",1504.79,,3.80,0.80%,1085131
525,"HLX","Helix Energy Solutions Group, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",930.64,,6.60,4.76%,394531
526,"HMG","HMG/Courtland Properties, Inc.","Financial","REIT - Retail","USA",15.25,,15.25,0.00%,0
527,"HMN","Horace Mann Educators Corporation","Financial","Property & Casualty Insurance","USA",1691.77,10.25,41.85,0.36%,31145
528,"HNI","HNI Corporation","Consumer Goods","Business Equipment","USA",1689.21,19.23,39.32,1.42%,44898
529,"HOG","Harley-Davidson, Inc.","Consumer Goods","Recreational Vehicles","USA",7872.85,15.55,46.73,0.93%,585853
530,"HON","Honeywell International Inc.","Industrial Goods","Diversified Machinery","USA",116939.36,36.02,154.19,0.09%,836594
531,"HOS","Hornbeck Offshore Services, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",149.88,5.77,3.90,0.52%,110132
532,"HOV","Hovnanian Enterprises, Inc.","Industrial Goods","Residential Construction","USA",339.62,,2.31,-2.53%,1074220
533,"HP","Helmerich & Payne, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",7046.77,17.49,66.59,3.30%,482359
534,"HPQ","HP Inc.","Technology","Diversified Computer Systems","USA",34910.81,14.28,21.48,1.44%,4310265
535,"HR","Healthcare Realty Trust Incorporated","Financial","REIT - Healthcare Facilities","USA",3337.34,123.65,27.19,0.41%,363272
536,"HRB","H&R Block, Inc.","Services","Personal Services","USA",5521.41,14.01,26.41,-0.02%,1139385
537,"HRC","Hill-Rom Holdings, Inc.","Healthcare","Medical Instruments & Supplies","USA",5582.51,28.56,84.21,0.07%,191469
538,"HRG","HRG Group, Inc.","Conglomerates","Conglomerates","USA",3083.30,,15.97,4.24%,842543
539,"HRI","Herc Holdings Inc.","Services","Rental & Leasing Services","USA",1766.20,,64.08,2.68%,56582
540,"HRL","Hormel Foods Corporation","Consumer Goods","Meat Products","USA",17170.73,20.80,32.93,0.76%,2799133
541,"HRS","Harris Corporation","Technology","Communication Equipment","USA",18801.67,30.49,159.13,0.61%,200426
542,"HSC","Harsco Corporation","Basic Materials","Industrial Metals & Minerals","USA",1376.01,53.51,19.81,18.24%,785790
543,"HST","Host Hotels & Resorts, Inc.","Financial","REIT - Hotel/Motel","USA",13995.43,23.76,19.21,-0.05%,7180148
544,"HSY","The Hershey Company","Consumer Goods","Confectioners","USA",20641.09,28.17,97.20,-0.70%,649585
545,"HT","Hersha Hospitality Trust","Financial","REIT - Hotel/Motel","USA",715.58,8.08,17.46,0.58%,251714
546,"HTGC","Hercules Capital, Inc.","Financial","Mortgage Investment","USA",1032.06,13.67,12.36,-0.56%,100592
547,"HTH","Hilltop Holdings Inc.","Financial","Mortgage Investment","USA",2437.16,18.79,25.36,-0.47%,78907
548,"HTM","U.S. Geothermal Inc.","Utilities","Diversified Utilities","USA",103.40,,5.36,-0.37%,4662
549,"HTZ","Hertz Global Holdings, Inc.","Services","Rental & Leasing Services","USA",1439.73,,21.39,20.37%,5634022
550,"HUM","Humana Inc.","Healthcare","Health Care Plans","USA",38415.99,15.97,269.15,1.04%,310325
551,"HUN","Huntsman Corporation","Basic Materials","Chemicals - Major Diversified","USA",8074.36,19.53,33.61,0.06%,1605747
552,"HUSA","Houston American Energy Corp.","Basic Materials","Independent Oil & Gas","USA",16.42,,0.28,1.09%,116254
553,"HVT","Haverty Furniture Companies, Inc.","Services","Home Furnishing Stores","USA",436.24,15.70,20.85,1.71%,133336
554,"HXL","Hexcel Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",6051.82,21.74,67.05,-0.25%,201109
555,"HZO","MarineMax, Inc.","Services","Specialty Retail, Other","USA",587.30,20.87,21.00,-2.10%,141477
556,"IBM","International Business Machines Corporation","Technology","Information Technology Services","USA",143096.13,12.76,154.38,0.27%,2094676
557,"ICE","Intercontinental Exchange, Inc.","Financial","Diversified Investments","USA",43111.99,17.20,72.01,-1.17%,922662
558,"IDA","IdaCorp, Inc.","Utilities","Electric Utilities","USA",4136.28,20.14,83.60,1.20%,122011
559,"IDN","Intellicheck, Inc.","Technology","Application Software","USA",41.70,,2.84,-1.05%,11077
560,"IDT","IDT Corporation","Technology","Diversified Communication Services","USA",252.68,,10.25,0.20%,21452
561,"IEC","IEC Electronics Corp.","Technology","Printed Circuit Boards","USA",42.13,95.58,4.11,0.00%,2980
562,"IEX","IDEX Corporation","Industrial Goods","Diversified Machinery","USA",10445.04,31.45,138.85,1.27%,103638
563,"IFF","International Flavors & Fragrances Inc.","Basic Materials","Specialty Chemicals","USA",11343.49,28.53,142.79,0.95%,191787
564,"IGC","India Globalization Capital, Inc.","Basic Materials","Steel & Iron","USA",22.02,,0.72,-2.77%,295754
565,"IGT","International Game Technology PLC","Services","Gaming Activities","USA",5465.61,,26.86,-0.44%,240717
566,"IHC","Independence Holding Company","Financial","Life Insurance","USA",424.86,15.08,29.00,-0.68%,232
567,"IHT","InnSuites Hospitality Trust","Financial","REIT - Hotel/Motel","USA",15.14,,1.50,0.00%,1
568,"IMH","Impac Mortgage Holdings, Inc.","Financial","Mortgage Investment","USA",181.60,5.46,8.81,-1.95%,13946
569,"INFU","InfuSystem Holdings Inc.","Healthcare","Medical Instruments & Supplies","USA",53.30,,2.28,1.13%,2236
570,"INGR","Ingredion Incorporated","Consumer Goods","Processed & Packaged Goods","USA",9089.55,17.21,128.42,1.10%,100238
571,"INS","Intelligent Systems Corporation","Industrial Goods","Diversified Machinery","USA",41.47,41.38,4.80,0.00%,5
572,"INT","World Fuel Services Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",1738.41,72.66,25.56,-0.62%,397621
573,"INTT","inTEST Corporation","Technology","Semiconductor - Integrated Circuits","USA",83.29,12.38,7.70,-1.91%,29728
574,"INUV","Inuvo, Inc.","Services","Marketing Services","USA",25.01,,0.88,1.36%,7756
575,"INVH","Invitation Homes Inc.","Financial","Real Estate Development","USA",10806.14,,21.74,4.27%,2127607
576,"IO","ION Geophysical Corporation","Basic Materials","Oil & Gas Equipment & Services","USA",332.12,,28.15,1.62%,106535
577,"IP","International Paper Company","Consumer Goods","Packaging & Containers","USA",23974.95,11.56,58.65,0.43%,728976
578,"IPG","The Interpublic Group of Companies, Inc.","Services","Advertising Agencies","USA",9503.80,16.62,24.23,-0.70%,2956605
579,"IRET","Investors Real Estate Trust","Financial","REIT - Diversified","USA",647.28,,4.87,1.46%,90573
580,"IRM","Iron Mountain Incorporated","Technology","Business Software & Services","USA",9001.99,39.00,31.76,0.92%,918064
581,"ISDR","Issuer Direct Corporation","Technology","Information Technology Services","USA",52.75,32.24,17.70,0.00%,122
582,"ISR","IsoRay, Inc.","Healthcare","Medical Instruments & Supplies","USA",26.89,,0.46,3.04%,107373
583,"IT","Gartner, Inc.","Technology","Information Technology Services","USA",10334.04,,116.16,1.81%,296028
584,"ITG","Investment Technology Group, Inc.","Financial","Investment Brokerage - Regional","USA",661.77,,19.97,-0.10%,23864
585,"ITGR","Integer Holdings Corporation","Healthcare","Medical Appliances & Equipment","USA",1444.16,71.23,46.20,1.99%,19424
586,"ITT","ITT Inc.","Industrial Goods","Diversified Machinery","USA",4622.64,22.83,52.79,0.49%,195400
587,"ITW","Illinois Tool Works Inc.","Industrial Goods","Diversified Machinery","USA",55523.43,33.23,164.42,1.96%,367150
588,"IVC","Invacare Corporation","Healthcare","Medical Appliances & Equipment","USA",596.59,,18.50,1.37%,47284
589,"IVZ","Invesco Ltd.","Financial","Asset Management","USA",13232.19,12.08,33.34,0.36%,1273849
590,"JBL","Jabil Inc.","Technology","Printed Circuit Boards","USA",4633.12,45.83,26.51,0.61%,342701
591,"JCI","Johnson Controls International plc","Consumer Goods","Auto Parts","USA",35052.88,20.71,38.40,1.45%,1159698
592,"JCP","J. C. Penney Company, Inc.","Services","Department Stores","USA",1199.66,,3.97,3.25%,5049557
593,"JEC","Jacobs Engineering Group Inc.","Services","Technical Services","USA",8864.65,28.57,63.22,1.87%,400847
594,"JLL","Jones Lang LaSalle Incorporated","Financial","Property Management","USA",7232.46,28.74,159.97,0.48%,128210
595,"JMP","JMP Group LLC","Financial","Investment Brokerage - National","USA",114.12,,5.32,-0.19%,26051
596,"JNJ","Johnson & Johnson","Healthcare","Drug Manufacturers - Major","USA",343973.11,336.55,130.59,0.52%,2071420
597,"JNPR","Juniper Networks, Inc.","Technology","Networking & Communication Devices","USA",9913.28,31.81,26.16,1.04%,1357543
598,"JOB","GEE Group, Inc.","Services","Staffing & Outsourcing Services","USA",25.98,,2.74,7.31%,20728
599,"JOE","The St. Joe Company","Financial","Real Estate Development","USA",1158.81,54.70,18.45,2.22%,134689
600,"JPM","JPMorgan Chase & Co.","Financial","Money Center Banks","USA",402570.63,18.06,116.14,0.82%,7088311
601,"JRS","Nuveen Real Estate Income Fund","Financial","Asset Management","USA",279.97,,9.76,0.69%,42700
602,"JW-A","John Wiley & Sons, Inc.","Services","Publishing - Books","USA",3705.55,23.12,65.30,0.08%,49029
603,"JWN","Nordstrom, Inc.","Services","Apparel Stores","USA",8296.94,17.60,50.47,0.82%,497911
604,"K","Kellogg Company","Consumer Goods","Processed & Packaged Goods","USA",23653.70,18.81,68.72,0.60%,797617
605,"KAI","Kadant Inc.","Industrial Goods","Diversified Machinery","USA",1091.93,29.20,99.20,0.66%,13543
606,"KAMN","Kaman Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",1732.25,34.31,62.77,1.06%,61415
607,"KBH","KB Home","Industrial Goods","Residential Construction","USA",2626.52,16.68,30.46,-0.39%,374868
608,"KBR","KBR, Inc.","Services","Technical Services","USA",2495.89,34.38,18.17,2.83%,774411
609,"KED","Kayne Anderson Energy Development Company","Financial","Asset Management","USA",182.33,,17.15,0.18%,32376
610,"KEG","Key Energy Services, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",260.81,4.04,13.62,4.29%,32958
611,"KEM","KEMET Corporation","Technology","Diversified Electronics","USA",1034.23,3.66,18.24,-0.05%,462622
612,"KEX","Kirby Corporation","Services","Shipping","USA",4450.92,35.81,76.55,1.59%,112020
613,"KEY","KeyCorp","Financial","Regional - Midwest Banks","USA",22594.86,16.76,20.95,-0.48%,3289181
614,"KFY","Korn/Ferry International","Services","Staffing & Outsourcing Services","USA",2395.44,20.60,42.53,1.17%,47178
615,"KIM","Kimco Realty Corporation","Financial","REIT - Retail","USA",6219.74,38.13,15.10,2.85%,2189841
616,"KMB","Kimberly-Clark Corporation","Consumer Goods","Personal Products","USA",39163.33,17.49,113.60,1.48%,600219
617,"KMG","KMG Chemicals, Inc.","Basic Materials","Specialty Chemicals","USA",903.88,31.63,60.36,-0.10%,20964
618,"KMPR","Kemper Corporation","Financial","Property & Casualty Insurance","USA",2770.49,24.72,57.00,-0.18%,206431
619,"KMT","Kennametal Inc.","Industrial Goods","Machine Tools & Accessories","USA",3588.49,24.58,45.09,1.58%,301319
620,"KMX","CarMax Inc.","Services","Auto Dealerships","USA",11091.53,16.34,61.60,1.01%,656914
621,"KND","Kindred Healthcare, Inc.","Healthcare","Long-Term Care Facilities","USA",795.52,,9.05,-0.55%,730379
622,"KNL","Knoll, Inc.","Consumer Goods","Business Equipment","USA",1111.69,13.56,22.26,0.68%,40106
623,"KNX","Knight-Swift Transportation Holdings Inc.","Services","Trucking","USA",8595.95,57.23,48.33,0.06%,412852
624,"KO","The Coca-Cola Company","Consumer Goods","Beverages - Soft Drinks","USA",183836.15,41.24,43.72,0.88%,6424687
625,"KOP","Koppers Holdings Inc.","Basic Materials","Specialty Chemicals","USA",854.88,17.40,41.05,-0.12%,28927
626,"KR","The Kroger Co.","Services","Grocery Stores","USA",24242.23,16.30,27.21,-0.73%,4573390
627,"KRC","Kilroy Realty Corporation","Financial","REIT - Office","USA",6433.51,43.75,66.93,1.26%,140264
628,"KRG","Kite Realty Group Trust","Financial","REIT - Retail","USA",1237.19,104.23,15.12,2.16%,172520
629,"KRO","Kronos Worldwide, Inc.","Basic Materials","Specialty Chemicals","USA",2729.15,8.35,23.74,-0.25%,155696
630,"KS","KapStone Paper and Packaging Corporation","Consumer Goods","Paper & Paper Products","USA",3349.97,34.46,34.78,0.52%,490405
631,"KSS","Kohl's Corporation","Services","Department Stores","USA",10583.69,16.85,65.06,2.55%,1281623
632,"KSU","Kansas City Southern","Services","Railroads","USA",11125.24,20.67,107.82,-0.16%,645921
633,"KW","Kennedy-Wilson Holdings, Inc.","Financial","Property Management","USA",2551.92,126.32,17.35,3.27%,463491
634,"KWR","Quaker Chemical Corporation","Basic Materials","Specialty Chemicals","USA",1970.16,41.34,149.71,1.22%,10747
635,"L","Loews Corporation","Financial","Property & Casualty Insurance","USA",16683.66,17.41,50.05,0.60%,588415
636,"LAD","Lithia Motors, Inc.","Services","Auto Dealerships","USA",2771.39,11.36,110.90,0.00%,76317
637,"LB","L Brands, Inc.","Services","Apparel Stores","USA",13692.18,14.61,48.36,0.92%,1192022
638,"LBY","Libbey Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",134.31,,6.01,-0.13%,390120
639,"LCI","Lannett Company, Inc.","Healthcare","Drugs - Generic","USA",659.90,13.25,16.90,0.60%,242359
640,"LDL","Lydall, Inc.","Consumer Goods","Auto Parts","USA",744.25,18.93,50.10,14.91%,198680
641,"LDOS","Leidos Holdings, Inc.","Technology","Information & Delivery Services","USA",9911.92,32.22,65.76,0.84%,711993
642,"LEE","Lee Enterprises, Incorporated","Services","Publishing - Newspapers","USA",147.59,2.82,2.53,-0.98%,25974
643,"LEG","Leggett & Platt, Incorporated","Consumer Goods","Home Furnishings & Fixtures","USA",5940.77,17.93,44.68,-0.45%,861034
644,"LEN","Lennar Corporation","Industrial Goods","Residential Construction","USA",13549.87,17.50,58.77,0.19%,2208565
645,"LEU","Centrus Energy Corp.","Basic Materials","Industrial Metals & Minerals","USA",33.58,,3.67,-1.02%,1873
646,"LGF-A","Lions Gate Entertainment Corp.","Services","Entertainment - Diversified","USA",5567.23,14.04,28.27,0.39%,756928
647,"LGL","The LGL Group, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",14.63,38.86,5.46,0.37%,106
648,"LH","Laboratory Corporation of America Holdings","Healthcare","Medical Laboratories & Research","USA",17414.23,14.22,173.01,-0.43%,296272
649,"LHO","LaSalle Hotel Properties","Financial","REIT - Hotel/Motel","USA",2867.01,15.66,25.25,-0.47%,1317563
650,"LII","Lennox International Inc.","Industrial Goods","Diversified Machinery","USA",8525.41,28.22,205.63,1.49%,158668
651,"LL","Lumber Liquidators Holdings, Inc.","Services","Home Improvement Stores","USA",689.08,,24.10,2.52%,406248
652,"LLL","L3 Technologies, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",16496.78,24.94,212.65,0.94%,160139
653,"LLY","Eli Lilly and Company","Healthcare","Drug Manufacturers - Major","USA",84362.77,48.29,77.47,-0.10%,4544241
654,"LM","Legg Mason, Inc.","Financial","Asset Management","USA",3598.57,10.96,40.50,0.67%,211344
655,"LMT","Lockheed Martin Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",102097.74,27.00,355.71,-0.38%,775649
656,"LNC","Lincoln National Corporation","Financial","Life Insurance","USA",17294.15,8.47,78.39,0.09%,390896
657,"LNG","Cheniere Energy, Inc.","Basic Materials","Oil & Gas Pipelines","USA",13545.99,,57.04,0.55%,455273
658,"LNN","Lindsay Corporation","Industrial Goods","Farm & Construction Machinery","USA",982.01,38.45,91.92,0.44%,18176
659,"LNT","Alliant Energy Corporation","Utilities","Electric Utilities","USA",8921.22,20.82,38.85,0.60%,695916
660,"LOV","Spark Networks SE","Technology","Internet Service Providers","USA",4769.68,,15.17,0.58%,11
661,"LOW","Lowe's Companies, Inc.","Services","Home Improvement Stores","USA",79273.30,22.90,96.65,1.37%,1488200
662,"LPT","Liberty Property Trust","Financial","REIT - Office","USA",5694.11,21.76,39.08,0.77%,380365
663,"LPX","Louisiana-Pacific Corporation","Services","Building Materials Wholesale","USA",4197.71,11.41,29.44,1.27%,898713
664,"LRN","K12 Inc.","Services","Education & Training Services","USA",622.95,79.79,15.32,1.59%,126750
665,"LSI","Life Storage, Inc.","Technology","Semiconductor - Specialized","USA",3665.07,38.82,78.89,1.10%,197716
666,"LTC","LTC Properties, Inc.","Financial","REIT - Healthcare Facilities","USA",1466.95,16.87,38.09,1.65%,115604
667,"LTS","Ladenburg Thalmann Financial Services Inc.","Financial","Investment Brokerage - National","USA",646.82,,3.25,-0.91%,28400
668,"LUB","Luby's, Inc.","Services","Restaurants","USA",87.38,,2.94,-0.33%,4246
669,"LUK","Leucadia National Corporation","Financial","Investment Brokerage - National","USA",8885.39,16.14,24.85,-0.52%,449499
670,"LUV","Southwest Airlines Co.","Services","Regional Airlines","USA",34065.93,16.82,57.90,-0.22%,1594160
671,"LVS","Las Vegas Sands Corp.","Services","Resorts & Casinos","USA",59190.81,21.19,72.71,-3.13%,2323552
672,"LXP","Lexington Realty Trust","Financial","REIT - Diversified","USA",1916.68,27.52,8.23,1.73%,261458
673,"LXU","LSB Industries, Inc.","Basic Materials","Chemicals - Major Diversified","USA",212.92,,7.25,0.28%,67741
674,"LYV","Live Nation Entertainment, Inc.","Services","Entertainment - Diversified","USA",9789.79,2785.88,47.66,0.63%,889681
675,"LZB","La-Z-Boy Incorporated","Consumer Goods","Home Furnishings & Fixtures","USA",1535.75,18.21,31.85,0.31%,387891
676,"M","Macy's, Inc.","Services","Department Stores","USA",7853.32,11.27,26.21,2.42%,3308853
677,"MA","Mastercard Incorporated","Financial","Credit Services","USA",181432.29,38.57,172.85,0.31%,3679573
678,"MAA","Mid-America Apartment Communities, Inc.","Financial","REIT - Residential","USA",9741.30,54.67,86.62,1.30%,330250
679,"MAC","Macerich Company","Financial","REIT - Retail","USA",8255.82,56.71,58.84,1.52%,661052
680,"MAG","MAG Silver Corp.","Industrial Goods","Industrial Electrical Equipment","USA",898.03,,10.41,0.68%,87963
681,"MAIN","Main Street Capital Corporation","Financial","Diversified Investments","USA",2086.60,12.65,36.05,0.59%,99898
682,"MAN","ManpowerGroup Inc.","Services","Staffing & Outsourcing Services","USA",8103.75,15.06,122.31,0.79%,110346
683,"MAS","Masco Corporation","Industrial Goods","General Building Materials","USA",13220.32,25.50,42.87,1.11%,957707
684,"MATX","Matson, Inc.","Services","Shipping","USA",1283.49,15.27,29.64,-0.55%,238580
685,"MBI","MBIA Inc.","Financial","Property & Casualty Insurance","USA",758.07,,8.80,0.17%,1126266
686,"MCB","Metropolitan Bank Holding Corp.","Financial","Regional - Northeast Banks","USA",369.57,19.47,45.29,-0.61%,1594
687,"MCD","McDonald's Corporation","Services","Restaurants","USA",128861.69,24.94,160.35,1.08%,2030714
688,"MCF","Contango Oil & Gas Company","Basic Materials","Independent Oil & Gas","USA",78.83,,3.28,6.15%,134390
689,"MCK","McKesson Corporation","Services","Drugs Wholesale","USA",30812.55,7.19,151.18,1.06%,664223
690,"MCO","Moody's Corporation","Services","Business Services","USA",31911.79,32.39,167.76,0.46%,212647
691,"MCS","The Marcus Corporation","Services","Entertainment - Diversified","USA",725.06,18.84,26.40,1.15%,28733
692,"MCY","Mercury General Corporation","Financial","Property & Casualty Insurance","USA",2461.77,17.14,44.79,-0.22%,89180
693,"MD","MEDNAX, Inc.","Healthcare","Specialized Health Services","USA",5375.37,16.70,57.70,0.14%,183191
694,"MDC","M.D.C. Holdings, Inc.","Industrial Goods","Residential Construction","USA",1653.23,12.16,30.30,0.56%,221176
695,"MDP","Meredith Corporation","Services","Publishing - Periodicals","USA",2611.05,17.92,56.00,-0.36%,169066
696,"MDR","McDermott International, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",2076.63,13.72,7.49,2.11%,3203512
697,"MDT","Medtronic plc","Healthcare","Medical Appliances & Equipment","USA",109383.67,22.11,81.39,0.83%,1912564
698,"MDU","MDU Resources Group, Inc.","Industrial Goods","General Building Materials","USA",5224.80,18.47,27.19,1.38%,209727
699,"MED","Medifast, Inc.","Services","Specialty Retail, Other","USA",797.00,32.78,66.18,-0.85%,18634
700,"MEI","Methode Electronics, Inc.","Technology","Diversified Electronics","USA",1535.14,16.50,40.10,-0.37%,58338
701,"MET","MetLife, Inc.","Financial","Life Insurance","USA",49500.79,11.57,47.10,0.32%,2195651
702,"MFA","MFA Financial, Inc.","Financial","REIT - Diversified","USA",2882.04,9.28,7.34,0.62%,802597
703,"MGM","MGM Resorts International","Services","Resorts & Casinos","USA",19774.50,33.79,34.54,0.41%,2739954
704,"MGP","MGM Growth Properties LLC","Financial","REIT - Hotel/Motel","USA",6612.08,33.31,26.09,0.83%,268152
705,"MHK","Mohawk Industries, Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",18516.96,18.99,249.09,1.09%,361861
706,"MHO","M/I Homes, Inc.","Industrial Goods","Residential Construction","USA",876.62,14.39,32.28,-0.06%,112395
707,"MIC","Macquarie Infrastructure Corporation","Services","Air Services, Other","USA",5396.88,30.78,39.10,-38.53%,18886211
708,"MKC","McCormick & Company, Incorporated","Consumer Goods","Processed & Packaged Goods","USA",13665.16,28.08,105.54,1.42%,405145
709,"MKL","Markel Corporation","Financial","Property & Casualty Insurance","USA",15511.46,43.16,1119.60,0.62%,6443
710,"MLI","Mueller Industries, Inc.","Industrial Goods","Metal Fabrication","USA",1528.09,18.09,27.37,1.52%,59745
711,"MLM","Martin Marietta Materials, Inc.","Industrial Goods","General Building Materials","USA",13736.46,41.39,213.16,0.40%,176715
712,"MLP","Maui Land & Pineapple Company, Inc.","Financial","Real Estate Development","USA",224.44,11.66,11.93,0.63%,8335
713,"MLR","Miller Industries, Inc.","Consumer Goods","Auto Parts","USA",281.12,15.59,25.08,0.70%,4281
714,"MLSS","Milestone Scientific Inc.","Healthcare","Medical Instruments & Supplies","USA",30.70,,0.92,0.00%,5241
715,"MMC","Marsh & McLennan Companies, Inc.","Financial","Insurance Brokers","USA",42373.12,28.91,82.71,-0.06%,810173
716,"MMM","3M Company","Industrial Goods","Diversified Machinery","USA",138448.93,25.95,236.30,1.77%,961074
717,"MMP","Magellan Midstream Partners, L.P.","Basic Materials","Oil & Gas Pipelines","USA",15061.02,17.18,65.53,0.14%,241149
718,"MMS","MAXIMUS, Inc.","Services","Business Services","USA",4375.58,21.24,68.48,0.90%,167555
719,"MNI","The McClatchy Company","Services","Publishing - Newspapers","USA",60.25,,8.55,0.47%,2158
720,"MNR","Monmouth Real Estate Investment Corporation","Financial","REIT - Industrial","USA",1078.42,41.71,14.23,2.41%,197097
721,"MO","Altria Group, Inc.","Consumer Goods","Cigarettes","USA",122425.95,11.99,64.21,0.44%,2301223
722,"MOC","Command Security Corporation","Services","Security & Protection Services","USA",30.66,,3.09,-1.00%,3104
723,"MOD","Modine Manufacturing Company","Consumer Goods","Auto Parts","USA",1185.68,24.82,24.55,2.72%,163054
724,"MOG-A","Moog Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",3072.85,27.82,85.55,-0.58%,27263
725,"MOH","Molina Healthcare, Inc.","Healthcare","Health Care Plans","USA",4088.42,,71.89,1.05%,441277
726,"MON","Monsanto Company","Basic Materials","Agricultural Chemicals","USA",53072.30,22.22,120.96,0.64%,1277695
727,"MOS","The Mosaic Company","Basic Materials","Agricultural Chemicals","USA",9802.67,28.78,27.83,1.37%,2548566
728,"MOV","Movado Group, Inc.","Consumer Goods","Recreational Goods, Other","USA",721.34,30.41,31.20,0.00%,8738
729,"MPW","Medical Properties Trust, Inc.","Financial","REIT - Healthcare Facilities","USA",4495.65,14.92,12.68,2.76%,999948
730,"MPX","Marine Products Corporation","Consumer Goods","Recreational Vehicles","USA",497.31,24.77,14.47,0.91%,6675
731,"MRK","Merck & Co., Inc.","Healthcare","Drug Manufacturers - Major","USA",148757.85,28.95,54.74,0.35%,4472627
732,"MRO","Marathon Oil Corporation","Basic Materials","Independent Oil & Gas","USA",13556.41,,15.39,0.56%,9705051
733,"MS","Morgan Stanley","Financial","Investment Brokerage - National","USA",100084.74,17.80,55.47,0.66%,2690406
734,"MSA","MSA Safety Incorporated","Services","Security & Protection Services","USA",3059.13,36.80,82.05,2.24%,74052
735,"MSB","Mesabi Trust","Financial","Diversified Investments","USA",350.30,10.66,26.30,-1.50%,35199
736,"MSCI","MSCI Inc.","Technology","Processing Systems & Products","USA",13148.10,43.17,143.54,0.53%,140244
737,"MSI","Motorola Solutions, Inc.","Technology","Communication Equipment","USA",17044.08,24.24,105.47,0.46%,414714
738,"MSL","MidSouth Bancorp, Inc.","Financial","Regional - Southeast Banks","USA",211.84,,12.80,0.00%,8337
739,"MSM","MSC Industrial Direct Co., Inc.","Services","Industrial Equipment Wholesale","USA",5033.82,21.34,88.61,0.08%,251137
740,"MSN","Emerson Radio Corp.","Consumer Goods","Electronic Equipment","USA",33.92,,1.45,2.62%,9591
741,"MTB","M&T Bank Corporation","Financial","Regional - Northeast Banks","USA",28940.35,22.52,192.74,-0.04%,238148
742,"MTD","Mettler-Toledo International Inc.","Healthcare","Medical Instruments & Supplies","USA",16016.98,37.00,633.58,0.79%,46867
