"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
743,"MTG","MGIC Investment Corporation","Financial","Property & Casualty Insurance","USA",5277.02,15.26,14.21,-0.84%,911531
744,"MTH","Meritage Homes Corporation","Industrial Goods","Residential Construction","USA",1825.56,13.48,46.20,0.22%,176459
745,"MTN","Vail Resorts, Inc.","Services","Resorts & Casinos","USA",8657.37,36.66,212.02,-1.89%,311378
746,"MTOR","Meritor, Inc.","Consumer Goods","Auto Parts","USA",2327.67,8.37,25.70,-0.23%,254407
747,"MTR","Mesa Royalty Trust","Financial","Diversified Investments","USA",28.24,10.69,15.45,2.32%,820
748,"MTRN","Materion Corporation","Basic Materials","Industrial Metals & Minerals","USA",1074.83,39.66,51.85,0.48%,20548
749,"MTW","The Manitowoc Company, Inc.","Industrial Goods","Farm & Construction Machinery","USA",1199.07,132.49,32.42,-0.12%,324780
750,"MTX","Minerals Technologies Inc.","Basic Materials","Chemicals - Major Diversified","USA",2498.88,12.96,71.45,0.85%,23884
751,"MTZ","MasTec, Inc.","Industrial Goods","Heavy Construction","USA",4158.87,17.35,51.95,2.57%,553575
752,"MUR","Murphy Oil Corporation","Basic Materials","Independent Oil & Gas","USA",4430.42,,26.34,4.61%,1435735
753,"MVC","MVC Capital, Inc.","Financial","Diversified Investments","USA",191.18,8.47,10.13,-0.49%,17761
754,"MVO","MV Oil Trust","Basic Materials","Independent Oil & Gas","USA",82.28,9.93,7.90,5.33%,17593
755,"MWA","Mueller Water Products, Inc.","Industrial Goods","Industrial Equipment & Components","USA",1761.32,29.06,11.27,1.30%,251821
756,"MYE","Myers Industries, Inc.","Consumer Goods","Rubber & Plastics","USA",593.47,82.13,19.85,2.85%,9521
757,"NAV","Navistar International Corporation","Consumer Goods","Trucks & Other Vehicles","USA",3971.32,440.33,40.11,1.21%,190920
758,"NAVB","Navidea Biopharmaceuticals, Inc","Healthcare","Biotechnology","USA",55.74,,0.35,1.36%,28391
759,"NBL","Noble Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",14223.30,,29.96,2.85%,3761176
760,"NBY","NovaBay Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",52.75,,3.40,-1.45%,211
761,"NC","NACCO Industries, Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",266.64,6.45,42.80,5.94%,13426
762,"NCI","Navigant Consulting, Inc.","Services","Management Services","USA",932.48,21.84,20.92,2.55%,366963
763,"NCR","NCR Corporation","Technology","Information Technology Services","USA",3987.28,44.02,32.43,0.50%,216635
764,"NCS","NCI Building Systems, Inc.","Industrial Goods","General Building Materials","USA",1133.82,21.98,16.80,-0.59%,96534
765,"NEE","NextEra Energy, Inc.","Utilities","Electric Utilities","USA",70645.80,13.35,153.14,0.91%,532953
766,"NEM","Newmont Mining Corporation","Basic Materials","Gold","USA",20508.33,54.75,38.19,0.08%,2154136
767,"NEN","New England Realty Associates Limited Partnership","Financial","Real Estate Development","USA",213.04,39.26,71.25,0.00%,0
768,"NEU","NewMarket Corporation","Basic Materials","Specialty Chemicals","USA",5021.67,26.36,426.77,0.71%,15048
769,"NFG","National Fuel Gas Company","Basic Materials","Independent Oil & Gas","USA",4220.83,8.45,49.99,1.12%,282116
770,"NFX","Newfield Exploration Company","Basic Materials","Independent Oil & Gas","USA",4616.80,13.45,23.92,3.10%,3343497
771,"NGS","Natural Gas Services Group, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",340.97,148.87,26.55,0.76%,11995
772,"NHC","National HealthCare Corporation","Healthcare","Long-Term Care Facilities","USA",873.75,18.23,60.12,3.21%,25370
773,"NHI","National Health Investors, Inc.","Financial","REIT - Healthcare Facilities","USA",2633.23,16.19,65.68,1.34%,113977
774,"NI","NiSource Inc.","Utilities","Diversified Utilities","USA",7643.02,27.50,23.21,1.80%,1090250
775,"NJR","New Jersey Resources Corporation","Utilities","Gas Utilities","USA",3305.85,7.40,38.40,1.05%,168036
776,"NKE","NIKE, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",109377.33,29.09,66.96,-0.13%,2887053
777,"NL","NL Industries, Inc.","Services","Industrial Equipment Wholesale","USA",389.93,5.28,8.20,-1.20%,51718
778,"NLS","Nautilus, Inc.","Consumer Goods","Sporting Goods","USA",366.40,11.92,11.70,-1.68%,51907
779,"NLY","Annaly Capital Management, Inc.","Financial","REIT - Diversified","USA",11736.83,7.61,10.24,0.84%,3173314
780,"NNI","Nelnet, Inc.","Financial","Credit Services","USA",2145.49,10.12,52.08,-1.88%,19310
781,"NNN","National Retail Properties, Inc.","Financial","REIT - Diversified","USA",5611.63,30.81,38.18,3.01%,694299
782,"NNVC","NanoViricides, Inc.","Healthcare","Drug Manufacturers - Major","USA",59.56,,0.97,1.04%,108383
783,"NOC","Northrop Grumman Corporation","Industrial Goods","Aerospace/Defense - Major Diversified","USA",61228.62,26.62,350.18,-0.18%,474607
784,"NOG","Northern Oil and Gas, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",120.94,54.57,1.97,3.14%,1012506
785,"NOV","National Oilwell Varco, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",13106.85,,35.62,1.89%,1447978
786,"NP","Neenah, Inc.","Consumer Goods","Paper & Paper Products","USA",1344.64,17.96,79.70,0.82%,42267
787,"NPK","National Presto Industries, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",693.92,15.61,102.80,1.33%,19598
788,"NPO","EnPro Industries, Inc.","Industrial Goods","Industrial Equipment & Components","USA",1597.85,3.27,76.28,0.87%,111149
789,"NR","Newpark Resources, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",712.49,65.62,8.50,1.19%,111657
790,"NRG","NRG Energy, Inc.","Utilities","Diversified Utilities","USA",7928.75,,25.50,2.00%,1392960
791,"NRO","Neuberger Berman Real Estate Securities Income Fund Inc.","Financial","Asset Management","USA",217.66,7.95,4.62,0.74%,76795
792,"NRP","Natural Resource Partners L.P.","Basic Materials","Industrial Metals & Minerals","USA",354.96,10.45,29.20,0.69%,4612
793,"NRT","North European Oil Royalty Trust","Financial","Diversified Investments","USA",75.37,10.72,8.26,0.67%,1688
794,"NS","NuStar Energy L.P.","Basic Materials","Oil & Gas Pipelines","USA",2212.53,34.22,23.77,1.11%,198126
795,"NSC","Norfolk Southern Corporation","Services","Railroads","USA",39614.28,19.48,142.15,2.34%,1001252
796,"NSH","NuStar GP Holdings, LLC","Basic Materials","Oil & Gas Pipelines","USA",543.13,6.19,12.70,1.60%,168910
797,"NSP","Insperity, Inc.","Services","Business Services","USA",2838.38,32.45,66.65,2.15%,114833
798,"NTN","NTN Buzztime, Inc.","Services","Broadcasting - TV","USA",15.31,,6.11,0.93%,1324
799,"NUE","Nucor Corporation","Basic Materials","Steel & Iron","USA",21398.42,17.10,67.44,0.88%,1356160
800,"NUS","Nu Skin Enterprises, Inc.","Consumer Goods","Personal Products","USA",3974.98,30.29,71.41,-0.35%,184737
801,"NVR","NVR, Inc.","Industrial Goods","Residential Construction","USA",11243.09,22.55,3152.00,-1.04%,25226
802,"NWE","NorthWestern Corporation","Utilities","Diversified Utilities","USA",2501.54,15.31,51.58,0.84%,84096
803,"NWL","Newell Brands Inc.","Consumer Goods","Housewares & Accessories","USA",13157.43,10.37,27.05,0.81%,4285777
804,"NWN","Northwest Natural Gas Company","Utilities","Gas Utilities","USA",1550.97,24.80,55.05,0.73%,35383
805,"NWY","New York & Company, Inc.","Services","Apparel Stores","USA",176.81,,2.68,-2.90%,27499
806,"NX","Quanex Building Products Corporation","Industrial Goods","General Building Materials","USA",636.01,34.43,18.38,0.14%,42311
807,"NYCB","New York Community Bancorp, Inc.","Financial","Savings & Loans","USA",6837.19,16.16,14.05,-0.50%,1163272
808,"NYT","The New York Times Company","Services","Publishing - Newspapers","USA",4094.00,961.54,25.08,0.30%,1096529
809,"O","Realty Income Corporation","Financial","REIT - Retail","USA",13450.00,39.73,49.67,2.63%,1356122
810,"OA","Orbital ATK, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",7599.59,24.39,131.99,0.14%,249617
811,"OC","Owens Corning","Industrial Goods","General Building Materials","USA",9243.73,24.77,85.65,3.16%,568557
812,"OCN","Ocwen Financial Corporation","Financial","Mortgage Investment","USA",464.48,,3.55,0.28%,250327
813,"ODC","Oil-Dri Corporation of America","Basic Materials","Specialty Chemicals","USA",268.13,23.13,38.56,3.54%,6467
814,"OFC","Corporate Office Properties Trust","Financial","REIT - Office","USA",2752.25,44.75,25.85,1.17%,364716
815,"OFG","OFG Bancorp","Financial","Money Center Banks","USA",485.55,14.15,11.20,-0.44%,49955
816,"OGE","OGE Energy Corp.","Utilities","Electric Utilities","USA",6154.75,16.14,31.85,3.34%,1075113
817,"OGEN","Oragenics, Inc.","Healthcare","Biotechnology","USA",93.38,,1.77,-3.28%,9128
818,"OHI","Omega Healthcare Investors, Inc.","Financial","REIT - Healthcare Facilities","USA",5087.75,56.26,26.31,2.35%,1422483
819,"OI","Owens-Illinois, Inc.","Consumer Goods","Packaging & Containers","USA",3494.77,20.72,21.86,1.25%,238607
820,"OII","Oceaneering International, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",1838.63,,19.36,3.47%,348433
821,"OIS","Oil States International, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",1336.66,,26.45,-0.19%,2384903
822,"OKE","ONEOK, Inc.","Utilities","Gas Utilities","USA",23225.40,35.04,57.81,3.05%,1909775
823,"OLN","Olin Corporation","Basic Materials","Specialty Chemicals","USA",5624.15,10.24,33.46,0.72%,284931
824,"OLP","One Liberty Properties, Inc.","Financial","REIT - Diversified","USA",413.10,17.14,22.99,2.96%,16556
825,"OMC","Omnicom Group Inc.","Services","Advertising Agencies","USA",17824.74,15.35,77.88,1.10%,729855
826,"OMI","Owens & Minor, Inc.","Services","Medical Equipment Wholesale","USA",944.78,13.28,16.00,0.66%,593393
827,"OMN","OMNOVA Solutions Inc.","Basic Materials","Specialty Chemicals","USA",457.73,,10.40,0.97%,29630
828,"OPY","Oppenheimer Holdings Inc.","Financial","Investment Brokerage - Regional","USA",343.56,29.24,26.50,-0.19%,37311
829,"ORA","Ormat Technologies, Inc.","Utilities","Electric Utilities","USA",3231.65,27.52,63.36,-1.19%,123996
830,"ORCL","Oracle Corporation","Technology","Application Software","USA",204338.18,21.21,49.83,0.81%,3514373
831,"ORI","Old Republic International Corporation","Financial","Property & Casualty Insurance","USA",5263.79,10.71,20.42,-0.05%,1060718
832,"ORN","Orion Group Holdings, Inc.","Industrial Goods","Heavy Construction","USA",196.44,,7.10,-0.28%,12540
833,"OSK","Oshkosh Corporation","Consumer Goods","Trucks & Other Vehicles","USA",6497.49,20.41,84.96,-0.04%,684606
834,"OXM","Oxford Industries, Inc.","Consumer Goods","Textile - Apparel Clothing","USA",1376.92,25.62,80.75,-0.72%,25787
835,"OXY","Occidental Petroleum Corporation","Basic Materials","Independent Oil & Gas","USA",52390.19,448.07,68.56,2.01%,2117082
836,"OZM","Och-Ziff Capital Management Group LLC","Financial","Asset Management","USA",1305.56,33.72,2.58,-1.90%,428405
837,"PAA","Plains All American Pipeline, L.P.","Basic Materials","Oil & Gas Pipelines","USA",15630.13,23.31,21.40,0.00%,747266
838,"PAG","Penske Automotive Group, Inc.","Services","Auto Dealerships","USA",4050.32,10.99,47.22,-0.27%,215922
839,"PAR","PAR Technology Corporation","Technology","Application Software","USA",151.50,48.76,11.01,0.40%,28645
840,"PAY","VeriFone Systems, Inc.","Consumer Goods","Business Equipment","USA",1895.96,,16.95,0.62%,910310
841,"PB","Prosperity Bancshares, Inc.","Financial","Regional - Southwest  Banks","USA",5305.87,19.71,76.71,-0.65%,78130
842,"PBH","Prestige Brands Holdings, Inc.","Healthcare","Medical Appliances & Equipment","USA",1825.51,4.71,34.85,1.43%,207492
843,"PBI","Pitney Bowes Inc.","Consumer Goods","Business Equipment","USA",2290.18,23.98,12.34,0.49%,416854
844,"PBT","Permian Basin Royalty Trust","Basic Materials","Independent Oil & Gas","USA",423.38,14.71,9.35,1.52%,35247
845,"PCG","PG&E Corporation","Utilities","Electric Utilities","USA",20491.85,12.41,40.17,0.96%,1839622
846,"PEG","Public Service Enterprise Group Incorporated","Utilities","Diversified Utilities","USA",24507.65,47.39,49.29,1.58%,834140
847,"PEI","Pennsylvania Real Estate Investment Trust","Financial","REIT - Retail","USA",695.01,,10.17,1.90%,317528
848,"PES","Pioneer Energy Services Corp.","Basic Materials","Oil & Gas Drilling & Exploration","USA",225.39,,2.92,6.36%,237955
849,"PFE","Pfizer Inc.","Healthcare","Drug Manufacturers - Major","USA",209921.92,10.17,35.93,0.48%,8682517
850,"PFS","Provident Financial Services, Inc.","Financial","Savings & Loans","USA",1712.79,17.03,25.84,0.04%,25169
851,"PG","The Procter & Gamble Company","Consumer Goods","Personal Products","USA",201819.64,21.70,81.06,1.03%,4480987
852,"PGR","The Progressive Corporation","Financial","Property & Casualty Insurance","USA",33232.92,20.98,57.46,0.51%,1162766
853,"PGTI","PGT Innovations, Inc.","Industrial Goods","General Building Materials","USA",850.67,37.80,17.85,2.88%,183402
854,"PH","Parker-Hannifin Corporation","Industrial Goods","Industrial Equipment & Components","USA",24339.53,21.24,184.67,1.86%,279463
855,"PHH","PHH Corporation","Financial","Credit Services","USA",277.35,,8.65,-0.23%,97688
856,"PHM","PulteGroup, Inc.","Industrial Goods","Residential Construction","USA",8555.25,19.97,29.35,0.03%,1348198
857,"PHX","Panhandle Oil and Gas Inc.","Basic Materials","Independent Oil & Gas","USA",312.73,15.97,18.80,1.90%,13441
858,"PII","Polaris Industries Inc.","Consumer Goods","Recreational Vehicles","USA",7256.11,32.57,116.29,0.61%,230398
859,"PIR","Pier 1 Imports, Inc.","Services","Specialty Retail, Other","USA",266.68,11.11,3.15,-1.26%,360008
860,"PJC","Piper Jaffray Companies","Financial","Investment Brokerage - Regional","USA",1365.86,,88.10,-1.89%,145915
861,"PKD","Parker Drilling Company","Basic Materials","Oil & Gas Equipment & Services","USA",141.95,,0.98,0.30%,625021
862,"PKE","Park Electrochemical Corp.","Technology","Semiconductor Equipment & Materials","USA",351.50,68.17,17.25,0.41%,24204
863,"PKG","Packaging Corporation of America","Consumer Goods","Packaging & Containers","USA",11112.50,16.85,119.74,0.44%,215624
864,"PKI","PerkinElmer, Inc.","Healthcare","Medical Laboratories & Research","USA",8401.13,53.88,76.34,0.21%,181354
865,"PLD","Prologis, Inc.","Financial","REIT - Industrial","USA",31841.69,19.64,60.29,0.63%,1321771
866,"PLT","Plantronics, Inc.","Technology","Processing Systems & Products","USA",1851.36,23.14,54.85,-0.45%,54509
867,"PNC","The PNC Financial Services Group, Inc.","Financial","Money Center Banks","USA",77112.81,15.46,160.55,-0.45%,982117
868,"PNM","PNM Resources, Inc.","Utilities","Diversified Utilities","USA",2811.89,17.87,35.85,1.13%,106722
869,"PNW","Pinnacle West Capital Corporation","Utilities","Electric Utilities","USA",8510.64,16.44,77.08,1.29%,209518
870,"POL","PolyOne Corporation","Basic Materials","Specialty Chemicals","USA",3373.60,19.66,42.10,1.03%,115720
871,"POR","Portland General Electric Company","Utilities","Electric Utilities","USA",3560.12,17.30,40.49,1.33%,231164
872,"PPG","PPG Industries, Inc.","Basic Materials","Specialty Chemicals","USA",29429.92,21.21,116.40,0.68%,303948
873,"PPL","PPL Corporation","Utilities","Electric Utilities","USA",20498.89,13.62,29.85,-0.86%,4096605
874,"PQ","PetroQuest Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",31.02,,1.50,6.38%,91479
875,"PRA","ProAssurance Corporation","Financial","Property & Casualty Insurance","USA",2801.66,19.22,49.42,-4.86%,171763
876,"PRK","Park National Corporation","Financial","Regional - Midwest Banks","USA",1589.33,19.11,104.16,-0.45%,2829
877,"PRO","PROS Holdings, Inc.","Technology","Application Software","USA",1013.44,,31.49,-0.54%,51349
878,"PRU","Prudential Financial, Inc.","Financial","Life Insurance","USA",46185.13,12.19,109.26,0.58%,634747
879,"PSA","Public Storage","Financial","REIT - Industrial","USA",33503.33,27.89,193.08,1.22%,783302
880,"PSB","PS Business Parks, Inc.","Financial","REIT - Diversified","USA",2998.75,36.73,111.32,0.86%,28324
881,"PTN","Palatin Technologies, Inc.","Healthcare","Diagnostic Substances","USA",184.13,8.38,0.96,-1.54%,608635
882,"PVH","PVH Corp.","Consumer Goods","Textile - Apparel Clothing","USA",11619.75,22.04,149.59,1.03%,226638
883,"PW","Power REIT","Financial","REIT - Diversified","USA",10.95,38.05,6.17,1.98%,1
884,"PWR","Quanta Services, Inc.","Industrial Goods","General Contractors","USA",5353.51,18.78,36.72,5.40%,1190777
885,"PX","Praxair, Inc.","Basic Materials","Chemicals - Major Diversified","USA",44354.17,35.33,154.23,0.98%,665541
886,"PXD","Pioneer Natural Resources Company","Basic Materials","Independent Oil & Gas","USA",29866.60,35.66,178.30,2.04%,549286
887,"PZN","Pzena Investment Management, Inc","Financial","Asset Management","USA",743.16,27.80,10.62,1.05%,27177
888,"QTM","Quantum Corporation","Technology","Data Storage Devices","USA",134.01,,3.95,0.51%,89913
889,"R","Ryder System, Inc.","Services","Rental & Leasing Services","USA",4386.06,20.12,75.79,1.43%,356981
890,"RAD","Rite Aid Corporation","Services","Drug Stores","USA",2105.73,19.06,2.14,6.19%,27753172
891,"RAS","RAIT Financial Trust","Financial","REIT - Diversified","USA",19.01,,0.21,6.04%,2986305
892,"RBC","Regal Beloit Corporation","Industrial Goods","Diversified Machinery","USA",3297.66,15.36,74.10,1.23%,75660
893,"RCL","Royal Caribbean Cruises Ltd.","Services","Resorts & Casinos","USA",27858.07,17.33,130.84,0.22%,463998
894,"RDC","Rowan Companies plc","Basic Materials","Oil & Gas Drilling & Exploration","USA",1561.09,,13.35,7.92%,1316699
895,"RDN","Radian Group Inc.","Financial","Property & Casualty Insurance","USA",4591.59,39.25,21.30,-0.61%,245214
896,"REED","Reed's, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",21.56,,1.54,6.11%,20975
897,"REG","Regency Centers Corporation","Financial","REIT - Retail","USA",9618.57,65.29,58.53,3.15%,331002
898,"REI","Ring Energy, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",840.61,143.03,15.33,-1.67%,412800
899,"REN","Resolute Energy Corporation","Basic Materials","Independent Oil & Gas","USA",741.33,,33.10,1.85%,259027
900,"RES","RPC, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",4023.53,139.12,19.71,4.19%,529107
901,"REV","Revlon, Inc.","Consumer Goods","Personal Products","USA",1090.47,,20.05,0.50%,61139
902,"REX","REX American Resources Corporation","Conglomerates","Conglomerates","USA",532.18,16.35,81.90,-0.12%,18472
903,"RF","Regions Financial Corporation","Financial","Regional - Southeast Banks","USA",22793.73,19.68,19.70,0.41%,5486091
904,"RGC","Regal Entertainment Group","Services","Movie Production, Theaters","USA",3605.18,27.66,22.97,0.04%,764282
905,"RGR","Sturm, Ruger & Company, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",819.24,13.87,49.60,4.86%,243833
906,"RGS","Regis Corporation","Services","Personal Services","USA",758.38,23.79,16.68,1.46%,88239
907,"RHI","Robert Half International Inc.","Services","Staffing & Outsourcing Services","USA",7239.43,22.17,57.78,0.36%,438994
908,"RHP","Ryman Hospitality Properties, Inc.","Financial","REIT - Hotel/Motel","USA",3458.99,23.20,69.01,0.61%,95521
909,"RHT","Red Hat, Inc.","Technology","Application Software","USA",25394.38,77.99,145.12,1.19%,682806
910,"RJF","Raymond James Financial, Inc.","Financial","Investment Brokerage - Regional","USA",13103.75,22.14,91.44,0.24%,288016
911,"RL","Ralph Lauren Corporation","Consumer Goods","Textile - Apparel Clothing","USA",8781.07,58.93,108.92,2.11%,313275
912,"RLGT","Radiant Logistics, Inc.","Services","Air Delivery & Freight Services","USA",191.19,63.39,3.75,0.27%,52603
913,"RLH","Red Lion Hotels Corporation","Services","Lodging","USA",242.29,,10.45,0.97%,19685
914,"RLI","RLI Corp.","Financial","Property & Casualty Insurance","USA",2712.77,37.92,61.69,0.31%,18095
915,"RMD","ResMed Inc.","Healthcare","Medical Appliances & Equipment","USA",13279.14,32.43,94.18,1.06%,290022
916,"RNN","Rexahn Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",56.14,,1.73,-1.09%,353293
917,"ROG","Rogers Corporation","Technology","Diversified Electronics","USA",2910.36,34.26,159.01,0.37%,23837
918,"ROK","Rockwell Automation Inc.","Industrial Goods","Diversified Machinery","USA",23762.66,27.88,186.32,1.29%,314885
919,"ROL","Rollins, Inc.","Services","Business Services","USA",10645.24,57.12,50.59,1.22%,260840
920,"ROP","Roper Technologies, Inc.","Industrial Goods","Diversified Machinery","USA",28441.62,38.11,282.49,1.46%,180617
921,"ROX","Castle Brands Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",197.16,,1.19,0.00%,131846
922,"RPM","RPM International Inc.","Basic Materials","Specialty Chemicals","USA",6654.34,19.71,50.11,0.32%,190546
923,"RPT","Ramco-Gershenson Properties Trust","Financial","REIT - Retail","USA",904.17,20.69,11.91,1.19%,166806
924,"RRC","Range Resources Corporation","Basic Materials","Independent Oil & Gas","USA",3290.47,,13.27,2.68%,5056216
925,"RRD","R.R. Donnelley & Sons Company","Services","Business Services","USA",499.19,,7.05,1.15%,341580
926,"RS","Reliance Steel & Aluminum Co.","Basic Materials","Steel & Iron","USA",6685.76,16.60,92.08,0.41%,227042
927,"RSG","Republic Services, Inc.","Industrial Goods","Waste Management","USA",21676.97,17.16,65.96,1.57%,940536
928,"RSO","Resource Capital Corp.","Financial","REIT - Diversified","USA",275.28,7.16,9.02,1.58%,96163
929,"RTEC","Rudolph Technologies, Inc.","Technology","Scientific & Technical Instruments","USA",835.55,19.88,26.00,-1.14%,51699
930,"RTN","Raytheon Company","Industrial Goods","Aerospace/Defense Products & Services","USA",62387.78,31.11,216.23,0.20%,391046
931,"RVP","Retractable Technologies, Inc.","Healthcare","Medical Instruments & Supplies","USA",31.79,,0.95,5.54%,312047
932,"RWC","RELM Wireless Corporation","Technology","Communication Equipment","USA",49.96,65.64,3.60,-0.28%,122
933,"RWT","Redwood Trust, Inc.","Financial","REIT - Diversified","USA",1143.02,10.79,14.96,0.27%,118617
934,"RYN","Rayonier Inc.","Industrial Goods","Lumber, Wood Production","USA",4316.82,28.83,34.09,1.58%,134020
935,"S","Sprint Corporation","Technology","Wireless Communications","USA",21813.61,3.09,5.29,-1.12%,5171868
936,"SAH","Sonic Automotive, Inc.","Services","Auto Dealerships","USA",853.54,12.96,20.30,0.25%,50143
937,"SAM","The Boston Beer Company, Inc.","Consumer Goods","Beverages - Brewers","USA",2264.89,26.36,173.40,-10.27%,303417
938,"SAR","Saratoga Investment Corp.","Financial","Diversified Investments","USA",127.50,8.94,20.39,1.39%,2845
939,"SBH","Sally Beauty Holdings, Inc.","Services","Specialty Retail, Other","USA",2187.28,9.50,17.08,-0.78%,570621
940,"SBR","Sabine Royalty Trust","Financial","Diversified Investments","USA",616.04,18.87,42.90,0.00%,2374
941,"SCCO","Southern Copper Corporation","Basic Materials","Copper","USA",38764.06,52.91,50.74,1.82%,341287
942,"SCG","SCANA Corporation","Utilities","Electric Utilities","USA",5107.09,11.50,38.76,6.81%,943954
943,"SCHW","The Charles Schwab Corporation","Financial","Investment Brokerage - National","USA",70327.29,33.16,52.28,-0.03%,2179900
944,"SCI","Service Corporation International","Services","Personal Services","USA",7070.43,13.35,37.90,-0.17%,499157
945,"SCL","Stepan Company","Consumer Goods","Cleaning Products","USA",1641.88,18.57,80.23,9.80%,48368
946,"SCS","Steelcase Inc.","Consumer Goods","Business Equipment","USA",1678.08,16.16,14.70,1.73%,157355
947,"SCX","The L.S. Starrett Company","Industrial Goods","Small Tools & Accessories","USA",59.83,,8.50,0.59%,1819
948,"SEB","Seaboard Corporation","Conglomerates","Conglomerates","USA",4654.36,14.74,4005.30,-2.76%,216
949,"SEE","Sealed Air Corporation","Consumer Goods","Packaging & Containers","USA",7653.39,92.54,42.15,-0.12%,1033332
950,"SEP","Spectra Energy Partners, LP","Basic Materials","Oil & Gas Pipelines","USA",12955.03,11.85,39.21,-1.15%,286243
951,"SF","Stifel Financial Corp.","Financial","Investment Brokerage - Regional","USA",4306.47,29.26,62.91,0.27%,109556
952,"SFE","Safeguard Scientifics, Inc.","Financial","Asset Management","USA",237.60,,11.45,1.78%,19648
953,"SGA","Saga Communications, Inc.","Services","Broadcasting - Radio","USA",225.61,19.63,39.05,-0.13%,507
954,"SGB","Southwest Georgia Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",52.92,14.05,20.62,-1.80%,101
955,"SGU","Star Group, L.P.","Basic Materials","Oil & Gas Pipelines","USA",516.33,14.20,9.47,2.60%,57733
956,"SGY","Stone Energy Corporation","Basic Materials","Independent Oil & Gas","USA",618.05,,32.26,4.13%,28848
957,"SHO","Sunstone Hotel Investors, Inc.","Financial","REIT - Hotel/Motel","USA",3327.02,26.29,14.98,0.67%,1233105
958,"SHW","The Sherwin-Williams Company","Basic Materials","Specialty Chemicals","USA",37024.43,20.85,398.11,0.25%,210920
959,"SIF","SIFCO Industries, Inc.","Industrial Goods","Metal Fabrication","USA",31.58,,5.60,0.00%,818
960,"SJI","South Jersey Industries, Inc.","Utilities","Gas Utilities","USA",2077.02,53.95,26.50,1.49%,205459
961,"SJM","The J. M. Smucker Company","Consumer Goods","Processed & Packaged Goods","USA",13525.80,24.43,122.72,1.57%,467209
962,"SJT","San Juan Basin Royalty Trust","Basic Materials","Independent Oil & Gas","USA",416.60,11.11,8.81,0.92%,136236
963,"SJW","SJW Group","Utilities","Water Utilities","USA",1073.81,19.86,56.48,5.67%,40187
964,"SKT","Tanger Factory Outlet Centers, Inc.","Financial","REIT - Retail","USA",2059.73,31.11,22.54,2.78%,549065
965,"SKX","Skechers U.S.A., Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",6218.02,34.00,38.45,-1.31%,860462
966,"SKY","Skyline Corporation","Industrial Goods","Manufactured Housing","USA",177.32,41.67,21.29,1.57%,25154
967,"SLB","Schlumberger Limited","Basic Materials","Oil & Gas Equipment & Services","USA",89116.72,,65.48,1.68%,3950469
968,"SLG","SL Green Realty Corp.","Financial","REIT - Retail","USA",9222.26,111.57,96.84,2.48%,398648
969,"SM","SM Energy Company","Basic Materials","Independent Oil & Gas","USA",2356.84,,18.75,-11.97%,4935559
970,"SMG","The Scotts Miracle-Gro Company","Basic Materials","Agricultural Chemicals","USA",5180.04,22.94,89.96,-1.39%,204052
971,"SMP","Standard Motor Products, Inc.","Consumer Goods","Auto Parts","USA",1136.36,19.41,49.54,-2.00%,48333
972,"SNA","Snap-on Incorporated","Industrial Goods","Small Tools & Accessories","USA",9027.95,16.62,160.52,1.54%,189716
973,"SNMP","Sanchez Midstream Partners LP","Basic Materials","Oil & Gas Pipelines","USA",167.42,,10.96,-0.39%,19120
974,"SNV","Synovus Financial Corp.","Financial","Regional - Mid-Atlantic Banks","USA",6030.97,23.46,50.61,-0.55%,122480
975,"SNX","SYNNEX Corporation","Services","Business Services","USA",4891.85,16.25,124.00,1.72%,90664
976,"SO","The Southern Company","Utilities","Electric Utilities","USA",43693.42,77.33,43.33,0.94%,3381308
977,"SON","Sonoco Products Company","Consumer Goods","Packaging & Containers","USA",4872.36,19.46,48.83,0.50%,67364
978,"SPA","Sparton Corporation","Technology","Diversified Electronics","USA",227.63,,22.97,0.31%,3259
979,"SPG","Simon Property Group, Inc.","Financial","REIT - Retail","USA",48428.10,24.24,155.58,2.83%,751576
980,"SPGI","S&P Global Inc.","Services","Business Services","USA",47536.52,32.49,188.71,0.60%,497588
